Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,N_PERSONES_AGG
2010-01-01,1,Ciutat Vella,1,el Raval,1,1001,179,1
2010-01-01,1,Ciutat Vella,1,el Raval,1,1001,146,2
2010-01-01,1,Ciutat Vella,1,el Raval,1,1001,85,3
2010-01-01,1,Ciutat Vella,1,el Raval,1,1001,45,4
2010-01-01,1,Ciutat Vella,1,el Raval,1,1001,24,5
2010-01-01,1,Ciutat Vella,1,el Raval,1,1001,7,6
2010-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,7
2010-01-01,1,Ciutat Vella,1,el Raval,1,1001,4,8
2010-01-01,1,Ciutat Vella,1,el Raval,1,1001,18,9
2010-01-01,1,Ciutat Vella,1,el Raval,1,1002,232,1
2010-01-01,1,Ciutat Vella,1,el Raval,1,1002,122,2
2010-01-01,1,Ciutat Vella,1,el Raval,1,1002,76,3
2010-01-01,1,Ciutat Vella,1,el Raval,1,1002,49,4
2010-01-01,1,Ciutat Vella,1,el Raval,1,1002,30,5
2010-01-01,1,Ciutat Vella,1,el Raval,1,1002,15,6
2010-01-01,1,Ciutat Vella,1,el Raval,1,1002,9,7
2010-01-01,1,Ciutat Vella,1,el Raval,1,1002,8,8
2010-01-01,1,Ciutat Vella,1,el Raval,1,1002,17,9
2010-01-01,1,Ciutat Vella,1,el Raval,2,1003,332,1
2010-01-01,1,Ciutat Vella,1,el Raval,2,1003,293,2
2010-01-01,1,Ciutat Vella,1,el Raval,2,1003,160,3
2010-01-01,1,Ciutat Vella,1,el Raval,2,1003,115,4
2010-01-01,1,Ciutat Vella,1,el Raval,2,1003,52,5
2010-01-01,1,Ciutat Vella,1,el Raval,2,1003,50,6
2010-01-01,1,Ciutat Vella,1,el Raval,2,1003,25,7
2010-01-01,1,Ciutat Vella,1,el Raval,2,1003,28,8
2010-01-01,1,Ciutat Vella,1,el Raval,2,1003,35,9
2010-01-01,1,Ciutat Vella,1,el Raval,2,1004,421,1
2010-01-01,1,Ciutat Vella,1,el Raval,2,1004,290,2
2010-01-01,1,Ciutat Vella,1,el Raval,2,1004,163,3
2010-01-01,1,Ciutat Vella,1,el Raval,2,1004,115,4
2010-01-01,1,Ciutat Vella,1,el Raval,2,1004,46,5
2010-01-01,1,Ciutat Vella,1,el Raval,2,1004,32,6
2010-01-01,1,Ciutat Vella,1,el Raval,2,1004,20,7
2010-01-01,1,Ciutat Vella,1,el Raval,2,1004,10,8
2010-01-01,1,Ciutat Vella,1,el Raval,2,1004,30,9
2010-01-01,1,Ciutat Vella,1,el Raval,3,1005,367,1
2010-01-01,1,Ciutat Vella,1,el Raval,3,1005,254,2
2010-01-01,1,Ciutat Vella,1,el Raval,3,1005,132,3
2010-01-01,1,Ciutat Vella,1,el Raval,3,1005,74,4
2010-01-01,1,Ciutat Vella,1,el Raval,3,1005,47,5
2010-01-01,1,Ciutat Vella,1,el Raval,3,1005,20,6
2010-01-01,1,Ciutat Vella,1,el Raval,3,1005,11,7
2010-01-01,1,Ciutat Vella,1,el Raval,3,1005,12,8
2010-01-01,1,Ciutat Vella,1,el Raval,3,1005,27,9
2010-01-01,1,Ciutat Vella,1,el Raval,3,1006,229,1
2010-01-01,1,Ciutat Vella,1,el Raval,3,1006,166,2
2010-01-01,1,Ciutat Vella,1,el Raval,3,1006,90,3
2010-01-01,1,Ciutat Vella,1,el Raval,3,1006,69,4
2010-01-01,1,Ciutat Vella,1,el Raval,3,1006,41,5
2010-01-01,1,Ciutat Vella,1,el Raval,3,1006,24,6
2010-01-01,1,Ciutat Vella,1,el Raval,3,1006,10,7
2010-01-01,1,Ciutat Vella,1,el Raval,3,1006,8,8
2010-01-01,1,Ciutat Vella,1,el Raval,3,1006,31,9
2010-01-01,1,Ciutat Vella,1,el Raval,3,1007,238,1
