Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,N_PERSONES_AGG
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,195,1
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,128,2
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,81,3
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,46,4
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,23,5
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,12,6
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,9,7
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,6,8
2018-01-01,1,Ciutat Vella,1,el Raval,1,1001,8,9
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,222,1
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,120,2
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,63,3
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,54,4
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,26,5
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,18,6
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,8,7
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,4,8
2018-01-01,1,Ciutat Vella,1,el Raval,1,1002,25,9
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,346,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,236,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,155,3
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,125,4
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,90,5
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,39,6
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,28,7
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,23,8
2018-01-01,1,Ciutat Vella,1,el Raval,2,1003,26,9
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,406,1
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,293,2
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,145,3
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,124,4
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,51,5
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,32,6
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,17,7
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,14,8
2018-01-01,1,Ciutat Vella,1,el Raval,2,1004,23,9
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,338,1
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,248,2
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,124,3
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,98,4
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,50,5
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,30,6
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,17,7
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,11,8
2018-01-01,1,Ciutat Vella,1,el Raval,3,1005,19,9
2018-01-01,1,Ciutat Vella,1,el Raval,3,1006,248,1
