Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,SEXE,EDAT_Q
2007,1,Ciutat Vella,1,el Raval,1,1001,..,1,0
2007,1,Ciutat Vella,1,el Raval,1,1001,..,1,1
2007,1,Ciutat Vella,1,el Raval,1,1001,..,1,2
2007,1,Ciutat Vella,1,el Raval,1,1001,..,1,3
2007,1,Ciutat Vella,1,el Raval,1,1001,7,1,4
2007,1,Ciutat Vella,1,el Raval,1,1001,22,1,5
2007,1,Ciutat Vella,1,el Raval,1,1001,9,1,6
2007,1,Ciutat Vella,1,el Raval,1,1001,9,1,7
2007,1,Ciutat Vella,1,el Raval,1,1001,5,1,8
2007,1,Ciutat Vella,1,el Raval,1,1001,..,1,10
2007,1,Ciutat Vella,1,el Raval,1,1001,..,1,13
2007,1,Ciutat Vella,1,el Raval,1,1001,..,1,15
2007,1,Ciutat Vella,1,el Raval,1,1001,..,2,0
2007,1,Ciutat Vella,1,el Raval,1,1001,..,2,1
2007,1,Ciutat Vella,1,el Raval,1,1001,..,2,2
2007,1,Ciutat Vella,1,el Raval,1,1001,5,2,3
2007,1,Ciutat Vella,1,el Raval,1,1001,21,2,4
2007,1,Ciutat Vella,1,el Raval,1,1001,16,2,5
2007,1,Ciutat Vella,1,el Raval,1,1001,24,2,6
2007,1,Ciutat Vella,1,el Raval,1,1001,9,2,7
2007,1,Ciutat Vella,1,el Raval,1,1001,8,2,8
2007,1,Ciutat Vella,1,el Raval,1,1001,6,2,9
2007,1,Ciutat Vella,1,el Raval,1,1001,5,2,10
2007,1,Ciutat Vella,1,el Raval,1,1001,..,2,11
2007,1,Ciutat Vella,1,el Raval,1,1001,..,2,13
2007,1,Ciutat Vella,1,el Raval,1,1001,..,2,15
2007,1,Ciutat Vella,1,el Raval,1,1002,..,1,0
2007,1,Ciutat Vella,1,el Raval,1,1002,..,1,1
2007,1,Ciutat Vella,1,el Raval,1,1002,..,1,2
2007,1,Ciutat Vella,1,el Raval,1,1002,..,1,3
2007,1,Ciutat Vella,1,el Raval,1,1002,21,1,4
2007,1,Ciutat Vella,1,el Raval,1,1002,16,1,5
2007,1,Ciutat Vella,1,el Raval,1,1002,9,1,6
2007,1,Ciutat Vella,1,el Raval,1,1002,..,1,7
2007,1,Ciutat Vella,1,el Raval,1,1002,..,1,8
2007,1,Ciutat Vella,1,el Raval,1,1002,..,1,9
2007,1,Ciutat Vella,1,el Raval,1,1002,..,1,10
2007,1,Ciutat Vella,1,el Raval,1,1002,..,1,17
2007,1,Ciutat Vella,1,el Raval,1,1002,..,2,0
2007,1,Ciutat Vella,1,el Raval,1,1002,..,2,1
2007,1,Ciutat Vella,1,el Raval,1,1002,6,2,2
2007,1,Ciutat Vella,1,el Raval,1,1002,9,2,3
2007,1,Ciutat Vella,1,el Raval,1,1002,20,2,4
2007,1,Ciutat Vella,1,el Raval,1,1002,38,2,5
2007,1,Ciutat Vella,1,el Raval,1,1002,18,2,6
2007,1,Ciutat Vella,1,el Raval,1,1002,17,2,7
2007,1,Ciutat Vella,1,el Raval,1,1002,12,2,8
2007,1,Ciutat Vella,1,el Raval,1,1002,6,2,9
2007,1,Ciutat Vella,1,el Raval,1,1002,..,2,10
2007,1,Ciutat Vella,1,el Raval,1,1002,..,2,11
2007,1,Ciutat Vella,1,el Raval,1,1002,..,2,12
2007,1,Ciutat Vella,1,el Raval,1,1002,..,2,13
2007,1,Ciutat Vella,1,el Raval,1,1002,..,2,14
2007,1,Ciutat Vella,1,el Raval,1,1002,..,2,17
2007,1,Ciutat Vella,1,el Raval,2,1003,9,1,0
2007,1,Ciutat Vella,1,el Raval,2,1003,5,1,1
2007,1,Ciutat Vella,1,el Raval,2,1003,17,1,2
2007,1,Ciutat Vella,1,el Raval,2,1003,18,1,3
2007,1,Ciutat Vella,1,el Raval,2,1003,27,1,4
2007,1,Ciutat Vella,1,el Raval,2,1003,38,1,5
2007,1,Ciutat Vella,1,el Raval,2,1003,22,1,6
2007,1,Ciutat Vella,1,el Raval,2,1003,13,1,7
2007,1,Ciutat Vella,1,el Raval,2,1003,11,1,8
2007,1,Ciutat Vella,1,el Raval,2,1003,..,1,9
2007,1,Ciutat Vella,1,el Raval,2,1003,..,1,10
2007,1,Ciutat Vella,1,el Raval,2,1003,..,1,11
2007,1,Ciutat Vella,1,el Raval,2,1003,..,1,12
2007,1,Ciutat Vella,1,el Raval,2,1003,..,1,13
2007,1,Ciutat Vella,1,el Raval,2,1003,..,1,15
2007,1,Ciutat Vella,1,el Raval,2,1003,10,2,0
2007,1,Ciutat Vella,1,el Raval,2,1003,8,2,1
2007,1,Ciutat Vella,1,el Raval,2,1003,8,2,2
2007,1,Ciutat Vella,1,el Raval,2,1003,22,2,3
2007,1,Ciutat Vella,1,el Raval,2,1003,28,2,4
2007,1,Ciutat Vella,1,el Raval,2,1003,78,2,5
2007,1,Ciutat Vella,1,el Raval,2,1003,54,2,6
2007,1,Ciutat Vella,1,el Raval,2,1003,28,2,7
2007,1,Ciutat Vella,1,el Raval,2,1003,24,2,8
2007,1,Ciutat Vella,1,el Raval,2,1003,9,2,9
2007,1,Ciutat Vella,1,el Raval,2,1003,13,2,10
2007,1,Ciutat Vella,1,el Raval,2,1003,..,2,11
2007,1,Ciutat Vella,1,el Raval,2,1003,..,2,12
2007,1,Ciutat Vella,1,el Raval,2,1003,..,2,14
2007,1,Ciutat Vella,1,el Raval,2,1003,..,2,15
2007,1,Ciutat Vella,1,el Raval,2,1004,5,1,0
2007,1,Ciutat Vella,1,el Raval,2,1004,5,1,1
2007,1,Ciutat Vella,1,el Raval,2,1004,5,1,2
2007,1,Ciutat Vella,1,el Raval,2,1004,13,1,3
2007,1,Ciutat Vella,1,el Raval,2,1004,29,1,4
2007,1,Ciutat Vella,1,el Raval,2,1004,31,1,5
2007,1,Ciutat Vella,1,el Raval,2,1004,22,1,6
2007,1,Ciutat Vella,1,el Raval,2,1004,11,1,7
2007,1,Ciutat Vella,1,el Raval,2,1004,..,1,8
2007,1,Ciutat Vella,1,el Raval,2,1004,..,1,9
2007,1,Ciutat Vella,1,el Raval,2,1004,..,1,10
2007,1,Ciutat Vella,1,el Raval,2,1004,..,1,11
2007,1,Ciutat Vella,1,el Raval,2,1004,..,1,17
