Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,SEXE,EDAT_Q
2012,1,Ciutat Vella,1,el Raval,1,1001,..,1,0
2012,1,Ciutat Vella,1,el Raval,1,1001,..,1,1
2012,1,Ciutat Vella,1,el Raval,1,1001,..,1,3
2012,1,Ciutat Vella,1,el Raval,1,1001,7,1,4
2012,1,Ciutat Vella,1,el Raval,1,1001,13,1,5
2012,1,Ciutat Vella,1,el Raval,1,1001,7,1,6
2012,1,Ciutat Vella,1,el Raval,1,1001,5,1,7
2012,1,Ciutat Vella,1,el Raval,1,1001,..,1,8
2012,1,Ciutat Vella,1,el Raval,1,1001,..,1,9
2012,1,Ciutat Vella,1,el Raval,1,1001,..,1,10
2012,1,Ciutat Vella,1,el Raval,1,1001,..,1,14
2012,1,Ciutat Vella,1,el Raval,1,1001,..,1,17
2012,1,Ciutat Vella,1,el Raval,1,1001,..,2,0
2012,1,Ciutat Vella,1,el Raval,1,1001,..,2,1
2012,1,Ciutat Vella,1,el Raval,1,1001,..,2,3
2012,1,Ciutat Vella,1,el Raval,1,1001,11,2,4
2012,1,Ciutat Vella,1,el Raval,1,1001,16,2,5
2012,1,Ciutat Vella,1,el Raval,1,1001,19,2,6
2012,1,Ciutat Vella,1,el Raval,1,1001,9,2,7
2012,1,Ciutat Vella,1,el Raval,1,1001,6,2,8
2012,1,Ciutat Vella,1,el Raval,1,1001,6,2,9
2012,1,Ciutat Vella,1,el Raval,1,1001,..,2,10
2012,1,Ciutat Vella,1,el Raval,1,1001,..,2,11
2012,1,Ciutat Vella,1,el Raval,1,1002,..,1,0
2012,1,Ciutat Vella,1,el Raval,1,1002,..,1,1
2012,1,Ciutat Vella,1,el Raval,1,1002,..,1,2
2012,1,Ciutat Vella,1,el Raval,1,1002,..,1,3
2012,1,Ciutat Vella,1,el Raval,1,1002,17,1,4
2012,1,Ciutat Vella,1,el Raval,1,1002,11,1,5
2012,1,Ciutat Vella,1,el Raval,1,1002,11,1,6
2012,1,Ciutat Vella,1,el Raval,1,1002,5,1,7
2012,1,Ciutat Vella,1,el Raval,1,1002,5,1,8
2012,1,Ciutat Vella,1,el Raval,1,1002,..,1,9
2012,1,Ciutat Vella,1,el Raval,1,1002,..,1,10
2012,1,Ciutat Vella,1,el Raval,1,1002,..,1,11
2012,1,Ciutat Vella,1,el Raval,1,1002,..,1,12
2012,1,Ciutat Vella,1,el Raval,1,1002,..,1,14
2012,1,Ciutat Vella,1,el Raval,1,1002,..,2,0
2012,1,Ciutat Vella,1,el Raval,1,1002,..,2,1
2012,1,Ciutat Vella,1,el Raval,1,1002,..,2,2
2012,1,Ciutat Vella,1,el Raval,1,1002,7,2,3
2012,1,Ciutat Vella,1,el Raval,1,1002,26,2,4
2012,1,Ciutat Vella,1,el Raval,1,1002,37,2,5
2012,1,Ciutat Vella,1,el Raval,1,1002,30,2,6
2012,1,Ciutat Vella,1,el Raval,1,1002,10,2,7
2012,1,Ciutat Vella,1,el Raval,1,1002,9,2,8
2012,1,Ciutat Vella,1,el Raval,1,1002,5,2,9
2012,1,Ciutat Vella,1,el Raval,1,1002,..,2,10
2012,1,Ciutat Vella,1,el Raval,1,1002,..,2,11
2012,1,Ciutat Vella,1,el Raval,2,1003,19,1,0
2012,1,Ciutat Vella,1,el Raval,2,1003,6,1,1
2012,1,Ciutat Vella,1,el Raval,2,1003,..,1,2
2012,1,Ciutat Vella,1,el Raval,2,1003,..,1,3
2012,1,Ciutat Vella,1,el Raval,2,1003,20,1,4
2012,1,Ciutat Vella,1,el Raval,2,1003,25,1,5
2012,1,Ciutat Vella,1,el Raval,2,1003,23,1,6
2012,1,Ciutat Vella,1,el Raval,2,1003,8,1,7
2012,1,Ciutat Vella,1,el Raval,2,1003,6,1,8
2012,1,Ciutat Vella,1,el Raval,2,1003,..,1,9
2012,1,Ciutat Vella,1,el Raval,2,1003,..,1,10
2012,1,Ciutat Vella,1,el Raval,2,1003,..,1,11
2012,1,Ciutat Vella,1,el Raval,2,1003,..,1,12
2012,1,Ciutat Vella,1,el Raval,2,1003,..,1,13
2012,1,Ciutat Vella,1,el Raval,2,1003,..,1,14
2012,1,Ciutat Vella,1,el Raval,2,1003,..,1,16
2012,1,Ciutat Vella,1,el Raval,2,1003,15,2,0
2012,1,Ciutat Vella,1,el Raval,2,1003,9,2,1
2012,1,Ciutat Vella,1,el Raval,2,1003,..,2,2
2012,1,Ciutat Vella,1,el Raval,2,1003,13,2,3
2012,1,Ciutat Vella,1,el Raval,2,1003,32,2,4
2012,1,Ciutat Vella,1,el Raval,2,1003,49,2,5
2012,1,Ciutat Vella,1,el Raval,2,1003,39,2,6
2012,1,Ciutat Vella,1,el Raval,2,1003,19,2,7
2012,1,Ciutat Vella,1,el Raval,2,1003,18,2,8
2012,1,Ciutat Vella,1,el Raval,2,1003,11,2,9
2012,1,Ciutat Vella,1,el Raval,2,1003,..,2,10
2012,1,Ciutat Vella,1,el Raval,2,1003,..,2,11
2012,1,Ciutat Vella,1,el Raval,2,1003,..,2,12
2012,1,Ciutat Vella,1,el Raval,2,1003,..,2,13
2012,1,Ciutat Vella,1,el Raval,2,1003,..,2,14
2012,1,Ciutat Vella,1,el Raval,2,1003,..,2,16
2012,1,Ciutat Vella,1,el Raval,2,1004,..,1,0
2012,1,Ciutat Vella,1,el Raval,2,1004,..,1,1
2012,1,Ciutat Vella,1,el Raval,2,1004,..,1,2
2012,1,Ciutat Vella,1,el Raval,2,1004,11,1,3
2012,1,Ciutat Vella,1,el Raval,2,1004,17,1,4
2012,1,Ciutat Vella,1,el Raval,2,1004,28,1,5
2012,1,Ciutat Vella,1,el Raval,2,1004,12,1,6
2012,1,Ciutat Vella,1,el Raval,2,1004,6,1,7
2012,1,Ciutat Vella,1,el Raval,2,1004,..,1,8
2012,1,Ciutat Vella,1,el Raval,2,1004,6,1,9
2012,1,Ciutat Vella,1,el Raval,2,1004,..,1,10
2012,1,Ciutat Vella,1,el Raval,2,1004,..,1,12
2012,1,Ciutat Vella,1,el Raval,2,1004,..,1,14
2012,1,Ciutat Vella,1,el Raval,2,1004,..,2,0
2012,1,Ciutat Vella,1,el Raval,2,1004,..,2,2
2012,1,Ciutat Vella,1,el Raval,2,1004,9,2,3
2012,1,Ciutat Vella,1,el Raval,2,1004,33,2,4
2012,1,Ciutat Vella,1,el Raval,2,1004,51,2,5
2012,1,Ciutat Vella,1,el Raval,2,1004,42,2,6
2012,1,Ciutat Vella,1,el Raval,2,1004,24,2,7
2012,1,Ciutat Vella,1,el Raval,2,1004,20,2,8
2012,1,Ciutat Vella,1,el Raval,2,1004,9,2,9
2012,1,Ciutat Vella,1,el Raval,2,1004,6,2,10
2012,1,Ciutat Vella,1,el Raval,2,1004,..,2,11
2012,1,Ciutat Vella,1,el Raval,2,1004,5,2,12
2012,1,Ciutat Vella,1,el Raval,2,1004,..,2,14
2012,1,Ciutat Vella,1,el Raval,3,1005,5,1,0
2012,1,Ciutat Vella,1,el Raval,3,1005,..,1,1
2012,1,Ciutat Vella,1,el Raval,3,1005,..,1,2
2012,1,Ciutat Vella,1,el Raval,3,1005,5,1,3
2012,1,Ciutat Vella,1,el Raval,3,1005,26,1,4
2012,1,Ciutat Vella,1,el Raval,3,1005,24,1,5
2012,1,Ciutat Vella,1,el Raval,3,1005,11,1,6
2012,1,Ciutat Vella,1,el Raval,3,1005,8,1,7
2012,1,Ciutat Vella,1,el Raval,3,1005,6,1,8
2012,1,Ciutat Vella,1,el Raval,3,1005,..,1,9
2012,1,Ciutat Vella,1,el Raval,3,1005,..,1,10
2012,1,Ciutat Vella,1,el Raval,3,1005,..,1,11
2012,1,Ciutat Vella,1,el Raval,3,1005,..,1,12
2012,1,Ciutat Vella,1,el Raval,3,1005,..,1,13
2012,1,Ciutat Vella,1,el Raval,3,1005,..,1,14
2012,1,Ciutat Vella,1,el Raval,3,1005,5,2,0
2012,1,Ciutat Vella,1,el Raval,3,1005,6,2,2
2012,1,Ciutat Vella,1,el Raval,3,1005,9,2,3
2012,1,Ciutat Vella,1,el Raval,3,1005,29,2,4
2012,1,Ciutat Vella,1,el Raval,3,1005,51,2,5
2012,1,Ciutat Vella,1,el Raval,3,1005,41,2,6
2012,1,Ciutat Vella,1,el Raval,3,1005,31,2,7
2012,1,Ciutat Vella,1,el Raval,3,1005,23,2,8
2012,1,Ciutat Vella,1,el Raval,3,1005,11,2,9
2012,1,Ciutat Vella,1,el Raval,3,1005,..,2,10
2012,1,Ciutat Vella,1,el Raval,3,1005,..,2,11
2012,1,Ciutat Vella,1,el Raval,3,1005,..,2,12
2012,1,Ciutat Vella,1,el Raval,3,1005,..,2,13
2012,1,Ciutat Vella,1,el Raval,3,1006,5,1,0
2012,1,Ciutat Vella,1,el Raval,3,1006,..,1,1
2012,1,Ciutat Vella,1,el Raval,3,1006,7,1,2
2012,1,Ciutat Vella,1,el Raval,3,1006,6,1,3
2012,1,Ciutat Vella,1,el Raval,3,1006,17,1,4
2012,1,Ciutat Vella,1,el Raval,3,1006,24,1,5
2012,1,Ciutat Vella,1,el Raval,3,1006,18,1,6
2012,1,Ciutat Vella,1,el Raval,3,1006,11,1,7
2012,1,Ciutat Vella,1,el Raval,3,1006,6,1,8
2012,1,Ciutat Vella,1,el Raval,3,1006,5,1,9
2012,1,Ciutat Vella,1,el Raval,3,1006,5,1,10
2012,1,Ciutat Vella,1,el Raval,3,1006,..,1,12
2012,1,Ciutat Vella,1,el Raval,3,1006,..,1,15
2012,1,Ciutat Vella,1,el Raval,3,1006,5,2,0
2012,1,Ciutat Vella,1,el Raval,3,1006,..,2,1
2012,1,Ciutat Vella,1,el Raval,3,1006,..,2,2
2012,1,Ciutat Vella,1,el Raval,3,1006,11,2,3
2012,1,Ciutat Vella,1,el Raval,3,1006,21,2,4
2012,1,Ciutat Vella,1,el Raval,3,1006,35,2,5
2012,1,Ciutat Vella,1,el Raval,3,1006,25,2,6
2012,1,Ciutat Vella,1,el Raval,3,1006,17,2,7
2012,1,Ciutat Vella,1,el Raval,3,1006,14,2,8
2012,1,Ciutat Vella,1,el Raval,3,1006,5,2,9
2012,1,Ciutat Vella,1,el Raval,3,1006,..,2,10
2012,1,Ciutat Vella,1,el Raval,3,1006,..,2,11
2012,1,Ciutat Vella,1,el Raval,3,1006,..,2,12
2012,1,Ciutat Vella,1,el Raval,3,1007,5,1,0
2012,1,Ciutat Vella,1,el Raval,3,1007,..,1,1
2012,1,Ciutat Vella,1,el Raval,3,1007,..,1,2
