Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,SEXE,EDAT_Q
2010,1,Ciutat Vella,1,el Raval,1,1001,7,1,0
2010,1,Ciutat Vella,1,el Raval,1,1001,..,1,1
2010,1,Ciutat Vella,1,el Raval,1,1001,..,1,2
2010,1,Ciutat Vella,1,el Raval,1,1001,..,1,3
2010,1,Ciutat Vella,1,el Raval,1,1001,13,1,4
2010,1,Ciutat Vella,1,el Raval,1,1001,19,1,5
2010,1,Ciutat Vella,1,el Raval,1,1001,14,1,6
2010,1,Ciutat Vella,1,el Raval,1,1001,6,1,7
2010,1,Ciutat Vella,1,el Raval,1,1001,..,1,8
2010,1,Ciutat Vella,1,el Raval,1,1001,..,1,9
2010,1,Ciutat Vella,1,el Raval,1,1001,..,1,10
2010,1,Ciutat Vella,1,el Raval,1,1001,..,1,11
2010,1,Ciutat Vella,1,el Raval,1,1001,..,1,13
2010,1,Ciutat Vella,1,el Raval,1,1001,..,2,0
2010,1,Ciutat Vella,1,el Raval,1,1001,..,2,1
2010,1,Ciutat Vella,1,el Raval,1,1001,5,2,2
2010,1,Ciutat Vella,1,el Raval,1,1001,6,2,3
2010,1,Ciutat Vella,1,el Raval,1,1001,21,2,4
2010,1,Ciutat Vella,1,el Raval,1,1001,16,2,5
2010,1,Ciutat Vella,1,el Raval,1,1001,15,2,6
2010,1,Ciutat Vella,1,el Raval,1,1001,10,2,7
2010,1,Ciutat Vella,1,el Raval,1,1001,..,2,8
2010,1,Ciutat Vella,1,el Raval,1,1001,6,2,9
2010,1,Ciutat Vella,1,el Raval,1,1001,..,2,10
2010,1,Ciutat Vella,1,el Raval,1,1001,..,2,11
2010,1,Ciutat Vella,1,el Raval,1,1001,..,2,12
2010,1,Ciutat Vella,1,el Raval,1,1002,..,1,1
2010,1,Ciutat Vella,1,el Raval,1,1002,..,1,2
2010,1,Ciutat Vella,1,el Raval,1,1002,7,1,3
2010,1,Ciutat Vella,1,el Raval,1,1002,23,1,4
2010,1,Ciutat Vella,1,el Raval,1,1002,22,1,5
2010,1,Ciutat Vella,1,el Raval,1,1002,8,1,6
2010,1,Ciutat Vella,1,el Raval,1,1002,7,1,7
2010,1,Ciutat Vella,1,el Raval,1,1002,..,1,8
2010,1,Ciutat Vella,1,el Raval,1,1002,..,1,9
2010,1,Ciutat Vella,1,el Raval,1,1002,..,1,10
2010,1,Ciutat Vella,1,el Raval,1,1002,..,1,11
2010,1,Ciutat Vella,1,el Raval,1,1002,..,1,12
2010,1,Ciutat Vella,1,el Raval,1,1002,..,1,16
2010,1,Ciutat Vella,1,el Raval,1,1002,..,2,0
2010,1,Ciutat Vella,1,el Raval,1,1002,6,2,1
2010,1,Ciutat Vella,1,el Raval,1,1002,6,2,2
2010,1,Ciutat Vella,1,el Raval,1,1002,5,2,3
2010,1,Ciutat Vella,1,el Raval,1,1002,16,2,4
2010,1,Ciutat Vella,1,el Raval,1,1002,31,2,5
2010,1,Ciutat Vella,1,el Raval,1,1002,14,2,6
2010,1,Ciutat Vella,1,el Raval,1,1002,14,2,7
2010,1,Ciutat Vella,1,el Raval,1,1002,6,2,8
2010,1,Ciutat Vella,1,el Raval,1,1002,6,2,9
2010,1,Ciutat Vella,1,el Raval,1,1002,..,2,10
2010,1,Ciutat Vella,1,el Raval,1,1002,..,2,11
2010,1,Ciutat Vella,1,el Raval,1,1002,..,2,15
2010,1,Ciutat Vella,1,el Raval,1,1002,..,2,16
2010,1,Ciutat Vella,1,el Raval,1,1002,..,2,18
2010,1,Ciutat Vella,1,el Raval,2,1003,19,1,0
2010,1,Ciutat Vella,1,el Raval,2,1003,15,1,1
2010,1,Ciutat Vella,1,el Raval,2,1003,5,1,2
2010,1,Ciutat Vella,1,el Raval,2,1003,6,1,3
2010,1,Ciutat Vella,1,el Raval,2,1003,25,1,4
2010,1,Ciutat Vella,1,el Raval,2,1003,36,1,5
2010,1,Ciutat Vella,1,el Raval,2,1003,25,1,6
2010,1,Ciutat Vella,1,el Raval,2,1003,14,1,7
2010,1,Ciutat Vella,1,el Raval,2,1003,10,1,8
2010,1,Ciutat Vella,1,el Raval,2,1003,5,1,9
2010,1,Ciutat Vella,1,el Raval,2,1003,..,1,10
2010,1,Ciutat Vella,1,el Raval,2,1003,..,1,11
2010,1,Ciutat Vella,1,el Raval,2,1003,..,1,12
2010,1,Ciutat Vella,1,el Raval,2,1003,..,1,13
2010,1,Ciutat Vella,1,el Raval,2,1003,13,2,0
2010,1,Ciutat Vella,1,el Raval,2,1003,12,2,1
2010,1,Ciutat Vella,1,el Raval,2,1003,16,2,2
2010,1,Ciutat Vella,1,el Raval,2,1003,25,2,3
2010,1,Ciutat Vella,1,el Raval,2,1003,45,2,4
2010,1,Ciutat Vella,1,el Raval,2,1003,39,2,5
2010,1,Ciutat Vella,1,el Raval,2,1003,39,2,6
2010,1,Ciutat Vella,1,el Raval,2,1003,32,2,7
2010,1,Ciutat Vella,1,el Raval,2,1003,17,2,8
2010,1,Ciutat Vella,1,el Raval,2,1003,15,2,9
2010,1,Ciutat Vella,1,el Raval,2,1003,6,2,10
2010,1,Ciutat Vella,1,el Raval,2,1003,..,2,11
