Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,SEXE,EDAT_Q
2011,1,Ciutat Vella,1,el Raval,1,1001,..,1,8
2011,1,Ciutat Vella,1,el Raval,1,1001,..,1,9
2011,1,Ciutat Vella,1,el Raval,1,1001,..,1,11
2011,1,Ciutat Vella,1,el Raval,1,1001,..,1,13
2011,1,Ciutat Vella,1,el Raval,1,1001,..,1,15
2011,1,Ciutat Vella,1,el Raval,1,1001,..,1,16
2011,1,Ciutat Vella,1,el Raval,1,1001,..,1,17
2011,1,Ciutat Vella,1,el Raval,1,1001,..,1,18
2011,1,Ciutat Vella,1,el Raval,1,1001,..,2,12
2011,1,Ciutat Vella,1,el Raval,1,1001,..,2,16
2011,1,Ciutat Vella,1,el Raval,1,1001,..,2,18
2011,1,Ciutat Vella,1,el Raval,1,1001,..,2,19
2011,1,Ciutat Vella,1,el Raval,1,1002,..,1,11
2011,1,Ciutat Vella,1,el Raval,1,1002,..,1,15
2011,1,Ciutat Vella,1,el Raval,1,1002,..,1,16
2011,1,Ciutat Vella,1,el Raval,1,1002,..,1,17
2011,1,Ciutat Vella,1,el Raval,1,1002,..,1,18
2011,1,Ciutat Vella,1,el Raval,1,1002,..,2,11
2011,1,Ciutat Vella,1,el Raval,1,1002,..,2,13
2011,1,Ciutat Vella,1,el Raval,1,1002,..,2,14
2011,1,Ciutat Vella,1,el Raval,1,1002,..,2,15
2011,1,Ciutat Vella,1,el Raval,1,1002,7,2,16
2011,1,Ciutat Vella,1,el Raval,1,1002,..,2,17
2011,1,Ciutat Vella,1,el Raval,1,1002,..,2,18
2011,1,Ciutat Vella,1,el Raval,2,1003,..,1,7
2011,1,Ciutat Vella,1,el Raval,2,1003,..,1,14
2011,1,Ciutat Vella,1,el Raval,2,1003,..,1,15
2011,1,Ciutat Vella,1,el Raval,2,1003,..,1,16
2011,1,Ciutat Vella,1,el Raval,2,1003,..,1,17
2011,1,Ciutat Vella,1,el Raval,2,1003,5,1,18
2011,1,Ciutat Vella,1,el Raval,2,1003,..,1,19
2011,1,Ciutat Vella,1,el Raval,2,1003,..,2,11
2011,1,Ciutat Vella,1,el Raval,2,1003,..,2,12
2011,1,Ciutat Vella,1,el Raval,2,1003,..,2,14
2011,1,Ciutat Vella,1,el Raval,2,1003,..,2,15
2011,1,Ciutat Vella,1,el Raval,2,1003,..,2,17
2011,1,Ciutat Vella,1,el Raval,2,1003,..,2,18
2011,1,Ciutat Vella,1,el Raval,2,1003,..,2,19
2011,1,Ciutat Vella,1,el Raval,2,1004,..,1,9
2011,1,Ciutat Vella,1,el Raval,2,1004,..,1,13
2011,1,Ciutat Vella,1,el Raval,2,1004,..,1,14
2011,1,Ciutat Vella,1,el Raval,2,1004,7,1,17
2011,1,Ciutat Vella,1,el Raval,2,1004,..,1,18
2011,1,Ciutat Vella,1,el Raval,2,1004,..,1,19
2011,1,Ciutat Vella,1,el Raval,2,1004,..,2,11
2011,1,Ciutat Vella,1,el Raval,2,1004,..,2,12
2011,1,Ciutat Vella,1,el Raval,2,1004,..,2,13
2011,1,Ciutat Vella,1,el Raval,2,1004,..,2,14
2011,1,Ciutat Vella,1,el Raval,2,1004,..,2,15
2011,1,Ciutat Vella,1,el Raval,2,1004,..,2,16
2011,1,Ciutat Vella,1,el Raval,2,1004,..,2,17
2011,1,Ciutat Vella,1,el Raval,2,1004,..,2,18
