Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_PAIS,NACIONALITAT_CONTINENT,SEXE
2021,1,Ciutat Vella,1,el Raval,1,1001,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,1,1001,..,58,4,2
2021,1,Ciutat Vella,1,el Raval,1,1001,..,108,4,1
2021,1,Ciutat Vella,1,el Raval,1,1001,..,108,4,2
2021,1,Ciutat Vella,1,el Raval,1,1001,..,135,1,2
2021,1,Ciutat Vella,1,el Raval,1,1001,..,195,1,1
2021,1,Ciutat Vella,1,el Raval,1,1001,..,233,2,2
2021,1,Ciutat Vella,1,el Raval,1,1001,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,1,1001,..,101,3,1
2021,1,Ciutat Vella,1,el Raval,1,1001,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,1,1001,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,1,1002,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,1,1002,..,108,4,2
2021,1,Ciutat Vella,1,el Raval,1,1002,..,206,4,2
2021,1,Ciutat Vella,1,el Raval,1,1002,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,1,1002,..,19,3,2
2021,1,Ciutat Vella,1,el Raval,1,1002,..,65,3,2
2021,1,Ciutat Vella,1,el Raval,1,1002,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,1,1002,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,1,1002,..,113,3,2
2021,1,Ciutat Vella,1,el Raval,2,1003,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,2,1003,..,58,4,2
2021,1,Ciutat Vella,1,el Raval,2,1003,..,135,1,2
2021,1,Ciutat Vella,1,el Raval,2,1003,..,86,2,2
2021,1,Ciutat Vella,1,el Raval,2,1003,..,11,2,1
2021,1,Ciutat Vella,1,el Raval,2,1003,..,39,2,1
2021,1,Ciutat Vella,1,el Raval,2,1003,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,2,1003,..,19,3,2
2021,1,Ciutat Vella,1,el Raval,2,1003,..,234,3,1
2021,1,Ciutat Vella,1,el Raval,2,1003,..,101,3,2
2021,1,Ciutat Vella,1,el Raval,2,1003,..,151,3,2
2021,1,Ciutat Vella,1,el Raval,2,1003,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,2,1003,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,2,1004,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,2,1004,..,58,4,2
2021,1,Ciutat Vella,1,el Raval,2,1004,..,67,4,2
2021,1,Ciutat Vella,1,el Raval,2,1004,..,108,4,1
2021,1,Ciutat Vella,1,el Raval,2,1004,..,135,1,1
2021,1,Ciutat Vella,1,el Raval,2,1004,..,167,2,2
2021,1,Ciutat Vella,1,el Raval,2,1004,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,2,1004,10,19,3,2
2021,1,Ciutat Vella,1,el Raval,2,1004,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,2,1004,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,3,1005,..,15,4,2
2021,1,Ciutat Vella,1,el Raval,3,1005,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,3,1005,..,58,4,2
2021,1,Ciutat Vella,1,el Raval,3,1005,..,67,4,1
2021,1,Ciutat Vella,1,el Raval,3,1005,..,108,4,1
2021,1,Ciutat Vella,1,el Raval,3,1005,..,4,4,1
2021,1,Ciutat Vella,1,el Raval,3,1005,..,135,1,2
2021,1,Ciutat Vella,1,el Raval,3,1005,..,19,3,2
2021,1,Ciutat Vella,1,el Raval,3,1005,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,3,1005,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,3,1006,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,3,1006,..,58,4,2
2021,1,Ciutat Vella,1,el Raval,3,1006,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,3,1006,..,19,3,2
2021,1,Ciutat Vella,1,el Raval,3,1006,..,65,3,2
2021,1,Ciutat Vella,1,el Raval,3,1006,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,3,1006,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,3,1007,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,3,1007,..,135,1,1
2021,1,Ciutat Vella,1,el Raval,3,1007,..,135,1,2
2021,1,Ciutat Vella,1,el Raval,3,1007,..,140,2,2
2021,1,Ciutat Vella,1,el Raval,3,1007,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,3,1007,..,19,3,2
2021,1,Ciutat Vella,1,el Raval,3,1007,..,101,3,2
2021,1,Ciutat Vella,1,el Raval,3,1007,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,3,1007,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,4,1008,..,22,4,1
2021,1,Ciutat Vella,1,el Raval,4,1008,6,58,4,1
2021,1,Ciutat Vella,1,el Raval,4,1008,..,58,4,2
2021,1,Ciutat Vella,1,el Raval,4,1008,..,67,4,1
2021,1,Ciutat Vella,1,el Raval,4,1008,..,67,4,2
2021,1,Ciutat Vella,1,el Raval,4,1008,..,108,4,1
2021,1,Ciutat Vella,1,el Raval,4,1008,..,4,4,2
2021,1,Ciutat Vella,1,el Raval,4,1008,..,12,3,2
2021,1,Ciutat Vella,1,el Raval,4,1008,..,135,1,2
2021,1,Ciutat Vella,1,el Raval,4,1008,..,30,2,1
2021,1,Ciutat Vella,1,el Raval,4,1008,..,1,3,2
2021,1,Ciutat Vella,1,el Raval,4,1008,7,19,3,1
2021,1,Ciutat Vella,1,el Raval,4,1008,8,19,3,2
2021,1,Ciutat Vella,1,el Raval,4,1008,..,101,3,1
2021,1,Ciutat Vella,1,el Raval,4,1008,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,4,1008,7,161,3,2
2021,1,Ciutat Vella,1,el Raval,4,1009,6,58,4,1
2021,1,Ciutat Vella,1,el Raval,4,1009,9,58,4,2
2021,1,Ciutat Vella,1,el Raval,4,1009,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,4,1009,7,19,3,2
2021,1,Ciutat Vella,1,el Raval,4,1009,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,4,1010,5,58,4,1
2021,1,Ciutat Vella,1,el Raval,4,1010,..,58,4,2
2021,1,Ciutat Vella,1,el Raval,4,1010,..,135,1,2
2021,1,Ciutat Vella,1,el Raval,4,1010,..,230,2,2
2021,1,Ciutat Vella,1,el Raval,4,1010,..,1,3,2
2021,1,Ciutat Vella,1,el Raval,4,1010,5,19,3,1
2021,1,Ciutat Vella,1,el Raval,4,1010,..,19,3,2
2021,1,Ciutat Vella,1,el Raval,4,1010,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,4,1010,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,5,1011,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,5,1011,..,58,4,2
2021,1,Ciutat Vella,1,el Raval,5,1011,..,177,2,2
2021,1,Ciutat Vella,1,el Raval,5,1011,..,230,2,1
2021,1,Ciutat Vella,1,el Raval,5,1011,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,5,1011,5,19,3,2
2021,1,Ciutat Vella,1,el Raval,5,1011,..,65,3,1
2021,1,Ciutat Vella,1,el Raval,5,1011,..,65,3,2
2021,1,Ciutat Vella,1,el Raval,5,1011,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,5,1011,..,200,3,2
2021,1,Ciutat Vella,1,el Raval,5,1012,..,3,4,2
2021,1,Ciutat Vella,1,el Raval,5,1012,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,5,1012,..,135,1,1
2021,1,Ciutat Vella,1,el Raval,5,1012,..,166,2,1
2021,1,Ciutat Vella,1,el Raval,5,1012,..,230,2,1
2021,1,Ciutat Vella,1,el Raval,5,1012,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,5,1012,..,19,3,2
2021,1,Ciutat Vella,1,el Raval,5,1012,..,65,3,2
2021,1,Ciutat Vella,1,el Raval,5,1012,..,101,3,2
2021,1,Ciutat Vella,1,el Raval,5,1012,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,5,1012,..,200,3,2
2021,1,Ciutat Vella,1,el Raval,5,1013,..,58,4,2
2021,1,Ciutat Vella,1,el Raval,5,1013,..,108,4,1
2021,1,Ciutat Vella,1,el Raval,5,1013,..,108,4,2
2021,1,Ciutat Vella,1,el Raval,5,1013,..,230,2,2
2021,1,Ciutat Vella,1,el Raval,5,1013,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,5,1013,..,65,3,2
2021,1,Ciutat Vella,1,el Raval,5,1013,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,6,1014,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,6,1014,..,58,4,2
2021,1,Ciutat Vella,1,el Raval,6,1014,..,67,4,2
2021,1,Ciutat Vella,1,el Raval,6,1014,..,108,4,2
2021,1,Ciutat Vella,1,el Raval,6,1014,..,135,1,1
2021,1,Ciutat Vella,1,el Raval,6,1014,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,6,1014,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,6,1015,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,6,1015,..,58,4,2
2021,1,Ciutat Vella,1,el Raval,6,1015,..,108,4,1
2021,1,Ciutat Vella,1,el Raval,6,1015,..,52,2,1
2021,1,Ciutat Vella,1,el Raval,6,1015,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,6,1015,..,19,3,2
2021,1,Ciutat Vella,1,el Raval,6,1015,..,65,3,2
2021,1,Ciutat Vella,1,el Raval,6,1015,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,6,1015,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,6,1016,5,58,4,2
2021,1,Ciutat Vella,1,el Raval,6,1016,..,108,4,1
2021,1,Ciutat Vella,1,el Raval,6,1016,..,5,1,2
2021,1,Ciutat Vella,1,el Raval,6,1016,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,6,1016,..,19,3,2
2021,1,Ciutat Vella,1,el Raval,6,1016,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,6,1017,6,58,4,1
2021,1,Ciutat Vella,1,el Raval,6,1017,6,58,4,2
2021,1,Ciutat Vella,1,el Raval,6,1017,..,86,2,1
2021,1,Ciutat Vella,1,el Raval,6,1017,..,54,2,1
2021,1,Ciutat Vella,1,el Raval,6,1017,..,166,2,2
2021,1,Ciutat Vella,1,el Raval,6,1017,..,230,2,1
2021,1,Ciutat Vella,1,el Raval,6,1017,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,6,1017,..,19,3,2
2021,1,Ciutat Vella,1,el Raval,6,1017,..,65,3,1
2021,1,Ciutat Vella,1,el Raval,6,1017,..,65,3,2
2021,1,Ciutat Vella,1,el Raval,7,1018,..,235,3,1
2021,1,Ciutat Vella,1,el Raval,7,1018,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,7,1018,..,58,4,2
2021,1,Ciutat Vella,1,el Raval,7,1018,..,174,4,1
2021,1,Ciutat Vella,1,el Raval,7,1018,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,7,1018,..,65,3,1
2021,1,Ciutat Vella,1,el Raval,7,1018,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,7,1019,8,58,4,1
2021,1,Ciutat Vella,1,el Raval,7,1019,6,58,4,2
2021,1,Ciutat Vella,1,el Raval,7,1019,..,67,4,1
2021,1,Ciutat Vella,1,el Raval,7,1019,..,135,1,1
2021,1,Ciutat Vella,1,el Raval,7,1019,..,39,2,2
2021,1,Ciutat Vella,1,el Raval,7,1019,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,7,1019,..,19,3,2
2021,1,Ciutat Vella,1,el Raval,7,1019,..,65,3,2
2021,1,Ciutat Vella,1,el Raval,7,1019,..,101,3,1
2021,1,Ciutat Vella,1,el Raval,7,1019,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,7,1019,..,161,3,2
2021,1,Ciutat Vella,1,el Raval,7,1020,..,15,4,2
2021,1,Ciutat Vella,1,el Raval,7,1020,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,7,1020,..,105,4,2
2021,1,Ciutat Vella,1,el Raval,7,1020,..,170,4,1
2021,1,Ciutat Vella,1,el Raval,7,1020,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,7,1020,..,65,3,1
2021,1,Ciutat Vella,1,el Raval,8,1021,..,58,4,1
2021,1,Ciutat Vella,1,el Raval,8,1021,6,58,4,2
2021,1,Ciutat Vella,1,el Raval,8,1021,..,67,4,2
2021,1,Ciutat Vella,1,el Raval,8,1021,..,108,4,2
2021,1,Ciutat Vella,1,el Raval,8,1021,..,19,3,1
2021,1,Ciutat Vella,1,el Raval,8,1021,..,65,3,1
2021,1,Ciutat Vella,1,el Raval,8,1021,..,65,3,2
2021,1,Ciutat Vella,1,el Raval,8,1021,..,161,3,1
2021,1,Ciutat Vella,1,el Raval,8,1021,..,161,3,2
2021,1,Ciutat Vella,2,el Barri Gòtic,9,1022,..,58,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,9,1022,..,67,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,9,1022,..,108,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,9,1022,..,181,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,9,1022,..,154,1,2
2021,1,Ciutat Vella,2,el Barri Gòtic,9,1023,..,58,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,9,1023,..,58,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,9,1023,..,108,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,9,1023,..,59,2,2
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1025,..,58,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1025,..,67,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,58,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,6,58,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,67,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,4,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,4,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,125,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,135,1,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,135,1,2
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,52,2,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,177,2,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,177,2,2
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,30,2,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,39,2,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,39,2,2
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,167,2,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,230,2,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,19,3,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,101,3,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,101,3,2
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1026,..,161,3,2
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1027,..,58,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1027,..,108,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1027,..,108,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1027,..,125,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1027,..,59,2,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1027,..,47,2,1
2021,1,Ciutat Vella,2,el Barri Gòtic,10,1027,..,161,3,1
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1028,..,58,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1028,..,58,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1028,..,67,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1028,..,174,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1028,..,4,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1028,..,140,2,1
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1028,..,161,3,1
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1029,..,58,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1029,..,58,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1029,..,67,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1029,..,108,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1029,..,108,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1029,..,135,1,1
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1029,..,135,1,2
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1029,..,19,3,2
2021,1,Ciutat Vella,2,el Barri Gòtic,11,1029,..,161,3,1
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1030,..,58,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1030,..,108,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1030,..,171,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1030,..,135,1,1
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1030,..,135,1,2
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1030,..,177,2,1
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1030,..,39,2,1
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1030,..,39,2,2
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1030,..,166,2,1
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1030,..,65,3,1
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1030,..,161,3,1
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1030,..,161,3,2
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1031,..,58,4,1
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1031,..,58,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1031,..,206,4,2
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1031,..,135,1,1
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1031,..,195,1,1
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1031,..,59,2,2
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1031,..,65,3,1
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1031,..,101,3,2
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1031,..,161,3,1
2021,1,Ciutat Vella,2,el Barri Gòtic,12,1031,..,161,3,2
2021,1,Ciutat Vella,3,la Barceloneta,13,1032,5,58,4,1
2021,1,Ciutat Vella,3,la Barceloneta,13,1032,..,161,3,1
2021,1,Ciutat Vella,3,la Barceloneta,13,1033,..,58,4,1
2021,1,Ciutat Vella,3,la Barceloneta,13,1033,..,58,4,2
2021,1,Ciutat Vella,3,la Barceloneta,13,1033,..,135,1,2
2021,1,Ciutat Vella,3,la Barceloneta,13,1033,..,101,3,2
2021,1,Ciutat Vella,3,la Barceloneta,13,1033,..,161,3,2
2021,1,Ciutat Vella,3,la Barceloneta,13,1034,..,58,4,1
2021,1,Ciutat Vella,3,la Barceloneta,13,1034,..,58,4,2
2021,1,Ciutat Vella,3,la Barceloneta,13,1034,..,101,3,2
2021,1,Ciutat Vella,3,la Barceloneta,14,1035,..,58,4,1
2021,1,Ciutat Vella,3,la Barceloneta,14,1035,..,58,4,2
2021,1,Ciutat Vella,3,la Barceloneta,14,1035,..,108,4,2
2021,1,Ciutat Vella,3,la Barceloneta,14,1035,..,135,1,2
2021,1,Ciutat Vella,3,la Barceloneta,14,1035,..,166,2,2
2021,1,Ciutat Vella,3,la Barceloneta,14,1035,..,167,2,1
2021,1,Ciutat Vella,3,la Barceloneta,14,1035,..,161,3,2
2021,1,Ciutat Vella,3,la Barceloneta,14,1036,..,58,4,2
2021,1,Ciutat Vella,3,la Barceloneta,14,1036,..,108,4,1
2021,1,Ciutat Vella,3,la Barceloneta,14,1036,..,170,4,2
2021,1,Ciutat Vella,3,la Barceloneta,14,1036,..,11,2,2
2021,1,Ciutat Vella,3,la Barceloneta,14,1036,..,166,2,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1037,..,58,4,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1037,..,67,4,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1037,..,39,2,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1037,..,161,3,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1038,..,58,4,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1038,..,58,4,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1038,..,135,1,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1039,..,58,4,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1039,..,58,4,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1039,..,135,1,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1039,..,101,3,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1039,..,161,3,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1040,..,58,4,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1040,..,11,2,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1040,..,39,2,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1041,..,58,4,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1041,..,105,4,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1041,..,5,1,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1041,..,135,1,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1042,..,58,4,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1042,..,58,4,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1042,..,67,4,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1042,..,67,4,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1042,..,108,4,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1042,..,160,4,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1042,..,171,4,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1042,..,47,2,2
2021,1,Ciutat Vella,3,la Barceloneta,15,1042,..,39,2,1
2021,1,Ciutat Vella,3,la Barceloneta,15,1042,..,233,2,1
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,..,3,4,2
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,7,58,4,1
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,8,58,4,2
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,..,108,4,1
2021,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",16,1043,..,174,4,1
