Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_PAIS,NACIONALITAT_CONTINENT,SEXE
2020,1,Ciutat Vella,1,el Raval,1,1001,..,48,4,2
2020,1,Ciutat Vella,1,el Raval,1,1001,..,58,4,1
2020,1,Ciutat Vella,1,el Raval,1,1001,..,70,3,1
2020,1,Ciutat Vella,1,el Raval,1,1001,..,19,3,1
2020,1,Ciutat Vella,1,el Raval,1,1001,..,19,3,2
2020,1,Ciutat Vella,1,el Raval,1,1001,..,65,3,2
2020,1,Ciutat Vella,1,el Raval,1,1001,..,101,3,1
2020,1,Ciutat Vella,1,el Raval,1,1001,..,161,3,1
2020,1,Ciutat Vella,1,el Raval,1,1002,..,58,4,1
2020,1,Ciutat Vella,1,el Raval,1,1002,..,58,4,2
2020,1,Ciutat Vella,1,el Raval,1,1002,..,19,3,1
2020,1,Ciutat Vella,1,el Raval,1,1002,..,19,3,2
2020,1,Ciutat Vella,1,el Raval,1,1002,..,101,3,1
2020,1,Ciutat Vella,1,el Raval,1,1002,..,161,3,2
2020,1,Ciutat Vella,1,el Raval,1,1002,..,200,3,2
2020,1,Ciutat Vella,1,el Raval,2,1003,5,58,4,1
2020,1,Ciutat Vella,1,el Raval,2,1003,7,58,4,2
2020,1,Ciutat Vella,1,el Raval,2,1003,..,108,4,1
2020,1,Ciutat Vella,1,el Raval,2,1003,..,5,1,2
2020,1,Ciutat Vella,1,el Raval,2,1003,..,135,1,1
2020,1,Ciutat Vella,1,el Raval,2,1003,..,135,1,2
2020,1,Ciutat Vella,1,el Raval,2,1003,..,154,1,2
2020,1,Ciutat Vella,1,el Raval,2,1003,..,19,3,1
2020,1,Ciutat Vella,1,el Raval,2,1003,..,19,3,2
2020,1,Ciutat Vella,1,el Raval,2,1003,..,234,3,1
2020,1,Ciutat Vella,1,el Raval,2,1003,..,65,3,1
2020,1,Ciutat Vella,1,el Raval,2,1003,..,65,3,2
2020,1,Ciutat Vella,1,el Raval,2,1003,..,101,3,2
2020,1,Ciutat Vella,1,el Raval,2,1003,..,161,3,1
2020,1,Ciutat Vella,1,el Raval,2,1004,..,58,4,1
2020,1,Ciutat Vella,1,el Raval,2,1004,11,58,4,2
2020,1,Ciutat Vella,1,el Raval,2,1004,..,73,4,2
2020,1,Ciutat Vella,1,el Raval,2,1004,..,4,4,2
2020,1,Ciutat Vella,1,el Raval,2,1004,..,135,1,1
2020,1,Ciutat Vella,1,el Raval,2,1004,..,39,2,1
2020,1,Ciutat Vella,1,el Raval,2,1004,..,19,3,1
2020,1,Ciutat Vella,1,el Raval,2,1004,..,19,3,2
2020,1,Ciutat Vella,1,el Raval,2,1004,..,101,3,2
2020,1,Ciutat Vella,1,el Raval,2,1004,..,161,3,1
2020,1,Ciutat Vella,1,el Raval,2,1004,..,161,3,2
2020,1,Ciutat Vella,1,el Raval,3,1005,..,58,4,1
2020,1,Ciutat Vella,1,el Raval,3,1005,..,58,4,2
2020,1,Ciutat Vella,1,el Raval,3,1005,..,70,3,2
2020,1,Ciutat Vella,1,el Raval,3,1005,..,135,1,1
