Any,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_PAIS,NACIONALITAT_CONTINENT,SEXE
2017,1,Ciutat Vella,1,el Raval,1,1001,..,58,4,1
2017,1,Ciutat Vella,1,el Raval,1,1001,..,58,4,2
2017,1,Ciutat Vella,1,el Raval,1,1001,..,108,4,1
2017,1,Ciutat Vella,1,el Raval,1,1001,..,108,4,2
2017,1,Ciutat Vella,1,el Raval,1,1001,..,19,3,1
2017,1,Ciutat Vella,1,el Raval,1,1001,..,19,3,2
2017,1,Ciutat Vella,1,el Raval,1,1001,..,101,3,2
2017,1,Ciutat Vella,1,el Raval,1,1001,..,161,3,1
2017,1,Ciutat Vella,1,el Raval,1,1001,..,161,3,2
2017,1,Ciutat Vella,1,el Raval,1,1002,..,58,4,1
2017,1,Ciutat Vella,1,el Raval,1,1002,..,58,4,2
2017,1,Ciutat Vella,1,el Raval,1,1002,..,12,3,2
2017,1,Ciutat Vella,1,el Raval,1,1002,..,83,1,2
2017,1,Ciutat Vella,1,el Raval,1,1002,..,27,2,2
2017,1,Ciutat Vella,1,el Raval,1,1002,..,19,3,1
2017,1,Ciutat Vella,1,el Raval,1,1002,..,19,3,2
2017,1,Ciutat Vella,1,el Raval,1,1002,..,101,3,2
2017,1,Ciutat Vella,1,el Raval,1,1002,..,200,3,2
2017,1,Ciutat Vella,1,el Raval,2,1003,..,58,4,1
2017,1,Ciutat Vella,1,el Raval,2,1003,6,58,4,2
2017,1,Ciutat Vella,1,el Raval,2,1003,..,67,4,1
2017,1,Ciutat Vella,1,el Raval,2,1003,..,225,4,2
2017,1,Ciutat Vella,1,el Raval,2,1003,..,135,1,1
2017,1,Ciutat Vella,1,el Raval,2,1003,..,135,1,2
2017,1,Ciutat Vella,1,el Raval,2,1003,..,47,2,2
2017,1,Ciutat Vella,1,el Raval,2,1003,..,86,2,2
2017,1,Ciutat Vella,1,el Raval,2,1003,..,177,2,2
2017,1,Ciutat Vella,1,el Raval,2,1003,..,233,2,1
2017,1,Ciutat Vella,1,el Raval,2,1003,7,19,3,1
2017,1,Ciutat Vella,1,el Raval,2,1003,..,19,3,2
2017,1,Ciutat Vella,1,el Raval,2,1003,..,234,3,2
2017,1,Ciutat Vella,1,el Raval,2,1003,..,65,3,2
2017,1,Ciutat Vella,1,el Raval,2,1003,..,101,3,1
2017,1,Ciutat Vella,1,el Raval,2,1003,..,101,3,2
2017,1,Ciutat Vella,1,el Raval,2,1003,..,161,3,1
2017,1,Ciutat Vella,1,el Raval,2,1003,..,161,3,2
2017,1,Ciutat Vella,1,el Raval,2,1004,6,58,4,1
2017,1,Ciutat Vella,1,el Raval,2,1004,..,58,4,2
2017,1,Ciutat Vella,1,el Raval,2,1004,..,108,4,1
2017,1,Ciutat Vella,1,el Raval,2,1004,..,135,1,2
2017,1,Ciutat Vella,1,el Raval,2,1004,..,19,3,1
2017,1,Ciutat Vella,1,el Raval,2,1004,..,19,3,2
2017,1,Ciutat Vella,1,el Raval,2,1004,..,65,3,1
2017,1,Ciutat Vella,1,el Raval,2,1004,..,65,3,2
2017,1,Ciutat Vella,1,el Raval,2,1004,5,161,3,1
2017,1,Ciutat Vella,1,el Raval,2,1004,..,161,3,2
2017,1,Ciutat Vella,1,el Raval,3,1005,..,58,4,1
2017,1,Ciutat Vella,1,el Raval,3,1005,..,58,4,2
2017,1,Ciutat Vella,1,el Raval,3,1005,..,67,4,2
2017,1,Ciutat Vella,1,el Raval,3,1005,..,108,4,2
2017,1,Ciutat Vella,1,el Raval,3,1005,..,174,4,2
2017,1,Ciutat Vella,1,el Raval,3,1005,..,179,4,1
2017,1,Ciutat Vella,1,el Raval,3,1005,..,135,1,1
2017,1,Ciutat Vella,1,el Raval,3,1005,..,27,2,1
2017,1,Ciutat Vella,1,el Raval,3,1005,..,19,3,1
2017,1,Ciutat Vella,1,el Raval,3,1005,..,19,3,2
2017,1,Ciutat Vella,1,el Raval,3,1005,..,101,3,2
2017,1,Ciutat Vella,1,el Raval,3,1005,..,161,3,2
2017,1,Ciutat Vella,1,el Raval,3,1006,..,58,4,1
2017,1,Ciutat Vella,1,el Raval,3,1006,..,58,4,2
2017,1,Ciutat Vella,1,el Raval,3,1006,..,174,4,1
2017,1,Ciutat Vella,1,el Raval,3,1006,..,5,1,2
2017,1,Ciutat Vella,1,el Raval,3,1006,..,135,1,2
2017,1,Ciutat Vella,1,el Raval,3,1006,..,39,2,1
2017,1,Ciutat Vella,1,el Raval,3,1006,..,19,3,2
2017,1,Ciutat Vella,1,el Raval,3,1006,..,101,3,1
2017,1,Ciutat Vella,1,el Raval,3,1006,..,161,3,2
2017,1,Ciutat Vella,1,el Raval,3,1007,..,58,4,1
2017,1,Ciutat Vella,1,el Raval,3,1007,6,58,4,2
2017,1,Ciutat Vella,1,el Raval,3,1007,..,19,3,1
2017,1,Ciutat Vella,1,el Raval,3,1007,..,19,3,2
2017,1,Ciutat Vella,1,el Raval,3,1007,..,101,3,1
2017,1,Ciutat Vella,1,el Raval,3,1007,..,101,3,2
2017,1,Ciutat Vella,1,el Raval,3,1007,..,161,3,1
2017,1,Ciutat Vella,1,el Raval,3,1007,6,161,3,2
2017,1,Ciutat Vella,1,el Raval,4,1008,5,58,4,1
2017,1,Ciutat Vella,1,el Raval,4,1008,..,58,4,2
2017,1,Ciutat Vella,1,el Raval,4,1008,..,108,4,1
2017,1,Ciutat Vella,1,el Raval,4,1008,..,108,4,2
2017,1,Ciutat Vella,1,el Raval,4,1008,..,135,1,1
2017,1,Ciutat Vella,1,el Raval,4,1008,..,140,2,2
2017,1,Ciutat Vella,1,el Raval,4,1008,..,27,2,1
2017,1,Ciutat Vella,1,el Raval,4,1008,..,27,2,2
2017,1,Ciutat Vella,1,el Raval,4,1008,..,19,3,1
2017,1,Ciutat Vella,1,el Raval,4,1008,6,19,3,2
2017,1,Ciutat Vella,1,el Raval,4,1008,..,65,3,2
2017,1,Ciutat Vella,1,el Raval,4,1008,..,101,3,2
2017,1,Ciutat Vella,1,el Raval,4,1008,7,161,3,1
2017,1,Ciutat Vella,1,el Raval,4,1008,5,161,3,2
2017,1,Ciutat Vella,1,el Raval,4,1009,5,58,4,1
2017,1,Ciutat Vella,1,el Raval,4,1009,6,58,4,2
2017,1,Ciutat Vella,1,el Raval,4,1009,..,225,4,1
2017,1,Ciutat Vella,1,el Raval,4,1009,..,135,1,2
2017,1,Ciutat Vella,1,el Raval,4,1009,..,177,2,1
2017,1,Ciutat Vella,1,el Raval,4,1009,..,39,2,2
2017,1,Ciutat Vella,1,el Raval,4,1009,5,19,3,1
2017,1,Ciutat Vella,1,el Raval,4,1009,..,19,3,2
2017,1,Ciutat Vella,1,el Raval,4,1009,..,65,3,2
2017,1,Ciutat Vella,1,el Raval,4,1009,..,101,3,2
2017,1,Ciutat Vella,1,el Raval,4,1009,..,161,3,1
2017,1,Ciutat Vella,1,el Raval,4,1009,..,161,3,2
2017,1,Ciutat Vella,1,el Raval,4,1010,5,58,4,1
2017,1,Ciutat Vella,1,el Raval,4,1010,12,58,4,2
2017,1,Ciutat Vella,1,el Raval,4,1010,..,179,4,1
2017,1,Ciutat Vella,1,el Raval,4,1010,..,5,1,1
2017,1,Ciutat Vella,1,el Raval,4,1010,..,135,1,1
2017,1,Ciutat Vella,1,el Raval,4,1010,5,19,3,2
2017,1,Ciutat Vella,1,el Raval,4,1010,..,65,3,2
2017,1,Ciutat Vella,1,el Raval,4,1010,..,102,3,1
2017,1,Ciutat Vella,1,el Raval,4,1010,..,161,3,1
2017,1,Ciutat Vella,1,el Raval,4,1010,5,161,3,2
2017,1,Ciutat Vella,1,el Raval,5,1011,8,58,4,1
2017,1,Ciutat Vella,1,el Raval,5,1011,8,58,4,2
2017,1,Ciutat Vella,1,el Raval,5,1011,..,5,1,2
2017,1,Ciutat Vella,1,el Raval,5,1011,..,135,1,1
2017,1,Ciutat Vella,1,el Raval,5,1011,..,135,1,2
2017,1,Ciutat Vella,1,el Raval,5,1011,..,19,3,1
2017,1,Ciutat Vella,1,el Raval,5,1011,6,19,3,2
2017,1,Ciutat Vella,1,el Raval,5,1011,..,65,3,1
2017,1,Ciutat Vella,1,el Raval,5,1011,..,101,3,1
2017,1,Ciutat Vella,1,el Raval,5,1011,..,101,3,2
2017,1,Ciutat Vella,1,el Raval,5,1011,5,161,3,1
2017,1,Ciutat Vella,1,el Raval,5,1011,..,161,3,2
2017,1,Ciutat Vella,1,el Raval,5,1011,..,200,3,1
2017,1,Ciutat Vella,1,el Raval,5,1011,..,200,3,2
2017,1,Ciutat Vella,1,el Raval,5,1012,..,58,4,1
2017,1,Ciutat Vella,1,el Raval,5,1012,..,58,4,2
2017,1,Ciutat Vella,1,el Raval,5,1012,..,108,4,1
2017,1,Ciutat Vella,1,el Raval,5,1012,..,135,1,2
2017,1,Ciutat Vella,1,el Raval,5,1012,..,19,3,1
2017,1,Ciutat Vella,1,el Raval,5,1012,..,19,3,2
2017,1,Ciutat Vella,1,el Raval,5,1012,..,65,3,1
2017,1,Ciutat Vella,1,el Raval,5,1012,..,65,3,2
2017,1,Ciutat Vella,1,el Raval,5,1012,..,101,3,1
2017,1,Ciutat Vella,1,el Raval,5,1012,..,151,3,1
2017,1,Ciutat Vella,1,el Raval,5,1012,..,161,3,1
2017,1,Ciutat Vella,1,el Raval,5,1012,..,161,3,2
2017,1,Ciutat Vella,1,el Raval,5,1012,..,200,3,1
2017,1,Ciutat Vella,1,el Raval,5,1012,..,200,3,2
2017,1,Ciutat Vella,1,el Raval,5,1013,..,58,4,1
2017,1,Ciutat Vella,1,el Raval,5,1013,..,58,4,2
2017,1,Ciutat Vella,1,el Raval,5,1013,..,108,4,2
2017,1,Ciutat Vella,1,el Raval,5,1013,..,174,4,2
2017,1,Ciutat Vella,1,el Raval,5,1013,..,230,2,1
2017,1,Ciutat Vella,1,el Raval,5,1013,..,19,3,2
2017,1,Ciutat Vella,1,el Raval,5,1013,..,234,3,2
2017,1,Ciutat Vella,1,el Raval,5,1013,..,65,3,1
2017,1,Ciutat Vella,1,el Raval,5,1013,..,65,3,2
2017,1,Ciutat Vella,1,el Raval,5,1013,..,161,3,2
2017,1,Ciutat Vella,1,el Raval,6,1014,..,58,4,1
2017,1,Ciutat Vella,1,el Raval,6,1014,..,58,4,2
2017,1,Ciutat Vella,1,el Raval,6,1014,..,181,4,1
2017,1,Ciutat Vella,1,el Raval,6,1014,..,135,1,1
2017,1,Ciutat Vella,1,el Raval,6,1014,..,19,3,2
2017,1,Ciutat Vella,1,el Raval,6,1014,..,65,3,2
2017,1,Ciutat Vella,1,el Raval,6,1014,..,161,3,2
2017,1,Ciutat Vella,1,el Raval,6,1015,6,58,4,1
2017,1,Ciutat Vella,1,el Raval,6,1015,..,58,4,2
2017,1,Ciutat Vella,1,el Raval,6,1015,..,67,4,2
2017,1,Ciutat Vella,1,el Raval,6,1015,..,19,3,1
2017,1,Ciutat Vella,1,el Raval,6,1015,..,19,3,2
2017,1,Ciutat Vella,1,el Raval,6,1015,6,65,3,1
2017,1,Ciutat Vella,1,el Raval,6,1015,..,65,3,2
2017,1,Ciutat Vella,1,el Raval,6,1015,..,161,3,1
2017,1,Ciutat Vella,1,el Raval,6,1015,..,161,3,2
2017,1,Ciutat Vella,1,el Raval,6,1016,..,58,4,1
2017,1,Ciutat Vella,1,el Raval,6,1016,..,58,4,2
2017,1,Ciutat Vella,1,el Raval,6,1016,..,108,4,2
2017,1,Ciutat Vella,1,el Raval,6,1016,..,70,3,1
2017,1,Ciutat Vella,1,el Raval,6,1016,..,177,2,2
2017,1,Ciutat Vella,1,el Raval,6,1016,..,19,3,1
2017,1,Ciutat Vella,1,el Raval,6,1016,7,19,3,2
2017,1,Ciutat Vella,1,el Raval,6,1016,..,65,3,1
2017,1,Ciutat Vella,1,el Raval,6,1016,7,65,3,2
2017,1,Ciutat Vella,1,el Raval,6,1016,..,161,3,1
2017,1,Ciutat Vella,1,el Raval,6,1017,..,58,4,1
2017,1,Ciutat Vella,1,el Raval,6,1017,6,58,4,2
2017,1,Ciutat Vella,1,el Raval,6,1017,..,135,1,1
2017,1,Ciutat Vella,1,el Raval,6,1017,..,19,3,1
2017,1,Ciutat Vella,1,el Raval,6,1017,..,65,3,2
2017,1,Ciutat Vella,1,el Raval,6,1017,..,151,3,2
2017,1,Ciutat Vella,1,el Raval,6,1017,..,161,3,2
2017,1,Ciutat Vella,1,el Raval,7,1018,..,58,4,2
2017,1,Ciutat Vella,1,el Raval,7,1018,..,174,4,1
2017,1,Ciutat Vella,1,el Raval,7,1018,..,65,3,1
2017,1,Ciutat Vella,1,el Raval,7,1018,..,65,3,2
