Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Seccio_censal,Desc_valors,Valors
2024,1,Ciutat Vella,1,el Raval,1,Valor_sòl_total_€,47709502.47
2024,1,Ciutat Vella,1,el Raval,2,Valor_sòl_total_€,44585357.7
2024,1,Ciutat Vella,1,el Raval,3,Valor_sòl_total_€,51574557.29
2024,1,Ciutat Vella,1,el Raval,4,Valor_sòl_total_€,67474302.93
2024,1,Ciutat Vella,1,el Raval,5,Valor_sòl_total_€,75607452.52
2024,1,Ciutat Vella,1,el Raval,6,Valor_sòl_total_€,46821014.19
2024,1,Ciutat Vella,1,el Raval,7,Valor_sòl_total_€,40850442.51
2024,1,Ciutat Vella,1,el Raval,8,Valor_sòl_total_€,44400962.48
2024,1,Ciutat Vella,1,el Raval,9,Valor_sòl_total_€,41419239.25
2024,1,Ciutat Vella,1,el Raval,10,Valor_sòl_total_€,35352910.11
2024,1,Ciutat Vella,1,el Raval,11,Valor_sòl_total_€,59587241.22
2024,1,Ciutat Vella,1,el Raval,12,Valor_sòl_total_€,46090487.65
2024,1,Ciutat Vella,1,el Raval,13,Valor_sòl_total_€,32007696.34
2024,1,Ciutat Vella,1,el Raval,14,Valor_sòl_total_€,37409198.48
2024,1,Ciutat Vella,1,el Raval,15,Valor_sòl_total_€,48333328.16
2024,1,Ciutat Vella,1,el Raval,16,Valor_sòl_total_€,47673433.71
2024,1,Ciutat Vella,1,el Raval,17,Valor_sòl_total_€,44794857.3
2024,1,Ciutat Vella,1,el Raval,18,Valor_sòl_total_€,37559969.56
2024,1,Ciutat Vella,1,el Raval,19,Valor_sòl_total_€,85805111.9
2024,1,Ciutat Vella,1,el Raval,20,Valor_sòl_total_€,99042407.02
2024,1,Ciutat Vella,1,el Raval,21,Valor_sòl_total_€,128459951.4
2024,1,Ciutat Vella,2,el Barri Gòtic,22,Valor_sòl_total_€,129699107.38
2024,1,Ciutat Vella,2,el Barri Gòtic,23,Valor_sòl_total_€,147890490.46
2024,1,Ciutat Vella,2,el Barri Gòtic,25,Valor_sòl_total_€,85810320.89
2024,1,Ciutat Vella,2,el Barri Gòtic,26,Valor_sòl_total_€,71319480.08
2024,1,Ciutat Vella,2,el Barri Gòtic,27,Valor_sòl_total_€,80287857.42
2024,1,Ciutat Vella,2,el Barri Gòtic,28,Valor_sòl_total_€,120553364.06
2024,1,Ciutat Vella,2,el Barri Gòtic,29,Valor_sòl_total_€,62605720.68
2024,1,Ciutat Vella,2,el Barri Gòtic,30,Valor_sòl_total_€,104046768.17
2024,1,Ciutat Vella,2,el Barri Gòtic,31,Valor_sòl_total_€,80008475.1
2024,1,Ciutat Vella,3,la Barceloneta,32,Valor_sòl_total_€,63440506.5
2024,1,Ciutat Vella,3,la Barceloneta,33,Valor_sòl_total_€,33360927.94
2024,1,Ciutat Vella,3,la Barceloneta,34,Valor_sòl_total_€,28831441.19
2024,1,Ciutat Vella,3,la Barceloneta,35,Valor_sòl_total_€,32013972.39
2024,1,Ciutat Vella,3,la Barceloneta,36,Valor_sòl_total_€,53948715.91
2024,1,Ciutat Vella,3,la Barceloneta,37,Valor_sòl_total_€,38134138.7
2024,1,Ciutat Vella,3,la Barceloneta,38,Valor_sòl_total_€,37126836.54
2024,1,Ciutat Vella,3,la Barceloneta,39,Valor_sòl_total_€,44128335.71
2024,1,Ciutat Vella,3,la Barceloneta,40,Valor_sòl_total_€,39814690.71
2024,1,Ciutat Vella,3,la Barceloneta,41,Valor_sòl_total_€,40850168.78
2024,1,Ciutat Vella,3,la Barceloneta,42,Valor_sòl_total_€,65231800.21
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,Valor_sòl_total_€,104173478.2
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,Valor_sòl_total_€,79868773.79
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,Valor_sòl_total_€,97296780.21
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,Valor_sòl_total_€,88541237.17
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,Valor_sòl_total_€,70125610.52
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,Valor_sòl_total_€,69985646.76
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,Valor_sòl_total_€,55562367.73
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,Valor_sòl_total_€,54367412.79
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,Valor_sòl_total_€,51381090.34
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,Valor_sòl_total_€,136383610.51
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,Valor_sòl_total_€,62996222.4
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,Valor_sòl_total_€,46288435.47
2024,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,Valor_sòl_total_€,54628143.59
2024,2,L'Eixample,5,el Fort Pienc,1,Valor_sòl_total_€,49794461.4
2024,2,L'Eixample,5,el Fort Pienc,2,Valor_sòl_total_€,61833545.59
2024,2,L'Eixample,5,el Fort Pienc,3,Valor_sòl_total_€,35397743.34
2024,2,L'Eixample,5,el Fort Pienc,4,Valor_sòl_total_€,45061050.08
2024,2,L'Eixample,5,el Fort Pienc,5,Valor_sòl_total_€,81470082.98
2024,2,L'Eixample,5,el Fort Pienc,6,Valor_sòl_total_€,76678121.92
2024,2,L'Eixample,5,el Fort Pienc,7,Valor_sòl_total_€,53907793.45
2024,2,L'Eixample,5,el Fort Pienc,8,Valor_sòl_total_€,66765745.69
2024,2,L'Eixample,5,el Fort Pienc,9,Valor_sòl_total_€,61105946.35
2024,2,L'Eixample,5,el Fort Pienc,10,Valor_sòl_total_€,41979182.43
2024,2,L'Eixample,5,el Fort Pienc,11,Valor_sòl_total_€,38731920.48
2024,2,L'Eixample,5,el Fort Pienc,12,Valor_sòl_total_€,42596497.35
2024,2,L'Eixample,5,el Fort Pienc,13,Valor_sòl_total_€,32499055.16
2024,2,L'Eixample,5,el Fort Pienc,14,Valor_sòl_total_€,41463270.31
2024,2,L'Eixample,5,el Fort Pienc,15,Valor_sòl_total_€,49362977.82
2024,2,L'Eixample,5,el Fort Pienc,16,Valor_sòl_total_€,71427168.24
2024,2,L'Eixample,5,el Fort Pienc,17,Valor_sòl_total_€,76652859.69
2024,2,L'Eixample,5,el Fort Pienc,18,Valor_sòl_total_€,80370236.93
2024,2,L'Eixample,5,el Fort Pienc,19,Valor_sòl_total_€,75025000.06
2024,2,L'Eixample,5,el Fort Pienc,20,Valor_sòl_total_€,55526997.4
2024,2,L'Eixample,6,la Sagrada Família,21,Valor_sòl_total_€,47928160
2024,2,L'Eixample,6,la Sagrada Família,22,Valor_sòl_total_€,37410856.64
2024,2,L'Eixample,6,la Sagrada Família,23,Valor_sòl_total_€,32429975.49
2024,2,L'Eixample,6,la Sagrada Família,24,Valor_sòl_total_€,36866510.42
2024,2,L'Eixample,6,la Sagrada Família,25,Valor_sòl_total_€,38180274.1
2024,2,L'Eixample,6,la Sagrada Família,26,Valor_sòl_total_€,67647055.94
2024,2,L'Eixample,6,la Sagrada Família,27,Valor_sòl_total_€,71728471.12
2024,2,L'Eixample,6,la Sagrada Família,28,Valor_sòl_total_€,66743110.09
2024,2,L'Eixample,6,la Sagrada Família,29,Valor_sòl_total_€,40444233.58
2024,2,L'Eixample,6,la Sagrada Família,30,Valor_sòl_total_€,41844360.68
2024,2,L'Eixample,6,la Sagrada Família,31,Valor_sòl_total_€,35331891.91
2024,2,L'Eixample,6,la Sagrada Família,32,Valor_sòl_total_€,30821424.91
2024,2,L'Eixample,6,la Sagrada Família,33,Valor_sòl_total_€,35552442.02
2024,2,L'Eixample,6,la Sagrada Família,34,Valor_sòl_total_€,37543540.32
2024,2,L'Eixample,6,la Sagrada Família,35,Valor_sòl_total_€,48526637.18
2024,2,L'Eixample,6,la Sagrada Família,36,Valor_sòl_total_€,42603705.08
2024,2,L'Eixample,6,la Sagrada Família,37,Valor_sòl_total_€,38842465.09
2024,2,L'Eixample,6,la Sagrada Família,38,Valor_sòl_total_€,47130918.02
2024,2,L'Eixample,6,la Sagrada Família,39,Valor_sòl_total_€,59974460.1
2024,2,L'Eixample,6,la Sagrada Família,40,Valor_sòl_total_€,50941505.67
2024,2,L'Eixample,6,la Sagrada Família,41,Valor_sòl_total_€,55827049.58
2024,2,L'Eixample,6,la Sagrada Família,42,Valor_sòl_total_€,56607831.53
2024,2,L'Eixample,6,la Sagrada Família,43,Valor_sòl_total_€,54187946.87
2024,2,L'Eixample,6,la Sagrada Família,44,Valor_sòl_total_€,39043460.47
2024,2,L'Eixample,6,la Sagrada Família,45,Valor_sòl_total_€,41808477.47
2024,2,L'Eixample,6,la Sagrada Família,46,Valor_sòl_total_€,67511264.33
2024,2,L'Eixample,6,la Sagrada Família,47,Valor_sòl_total_€,70275540.62
2024,2,L'Eixample,6,la Sagrada Família,48,Valor_sòl_total_€,45145610.39
2024,2,L'Eixample,6,la Sagrada Família,49,Valor_sòl_total_€,72096173.05
2024,2,L'Eixample,6,la Sagrada Família,50,Valor_sòl_total_€,53651743.51
2024,2,L'Eixample,6,la Sagrada Família,51,Valor_sòl_total_€,65358820.05
2024,2,L'Eixample,6,la Sagrada Família,52,Valor_sòl_total_€,74249580.39
2024,2,L'Eixample,6,la Sagrada Família,53,Valor_sòl_total_€,77380383.19
2024,2,L'Eixample,6,la Sagrada Família,54,Valor_sòl_total_€,77953998.9
2024,2,L'Eixample,7,la Dreta de l'Eixample,55,Valor_sòl_total_€,88463064.15
2024,2,L'Eixample,7,la Dreta de l'Eixample,56,Valor_sòl_total_€,75851198.55
2024,2,L'Eixample,7,la Dreta de l'Eixample,57,Valor_sòl_total_€,72052438.64
2024,2,L'Eixample,7,la Dreta de l'Eixample,58,Valor_sòl_total_€,74603283.33
2024,2,L'Eixample,7,la Dreta de l'Eixample,59,Valor_sòl_total_€,105333581.8
2024,2,L'Eixample,7,la Dreta de l'Eixample,60,Valor_sòl_total_€,93375781.72
2024,2,L'Eixample,7,la Dreta de l'Eixample,61,Valor_sòl_total_€,62031899.39
2024,2,L'Eixample,7,la Dreta de l'Eixample,62,Valor_sòl_total_€,105346300.2
2024,2,L'Eixample,7,la Dreta de l'Eixample,63,Valor_sòl_total_€,117369878.22
2024,2,L'Eixample,7,la Dreta de l'Eixample,64,Valor_sòl_total_€,86338516.24
2024,2,L'Eixample,7,la Dreta de l'Eixample,65,Valor_sòl_total_€,111333082.33
2024,2,L'Eixample,7,la Dreta de l'Eixample,66,Valor_sòl_total_€,79217879.13
2024,2,L'Eixample,7,la Dreta de l'Eixample,67,Valor_sòl_total_€,76048480.01
2024,2,L'Eixample,7,la Dreta de l'Eixample,68,Valor_sòl_total_€,82882790.85
2024,2,L'Eixample,7,la Dreta de l'Eixample,69,Valor_sòl_total_€,81875961.15
2024,2,L'Eixample,7,la Dreta de l'Eixample,70,Valor_sòl_total_€,92628819.87
2024,2,L'Eixample,7,la Dreta de l'Eixample,71,Valor_sòl_total_€,116859223.74
2024,2,L'Eixample,7,la Dreta de l'Eixample,72,Valor_sòl_total_€,91472726.43
2024,2,L'Eixample,7,la Dreta de l'Eixample,73,Valor_sòl_total_€,136279118.4
2024,2,L'Eixample,7,la Dreta de l'Eixample,74,Valor_sòl_total_€,99610210.3
2024,2,L'Eixample,7,la Dreta de l'Eixample,75,Valor_sòl_total_€,93810676.42
2024,2,L'Eixample,7,la Dreta de l'Eixample,76,Valor_sòl_total_€,137853323.75
2024,2,L'Eixample,7,la Dreta de l'Eixample,77,Valor_sòl_total_€,272926484.23
2024,2,L'Eixample,7,la Dreta de l'Eixample,78,Valor_sòl_total_€,252182771.14
2024,2,L'Eixample,7,la Dreta de l'Eixample,79,Valor_sòl_total_€,237154176.67
2024,2,L'Eixample,7,la Dreta de l'Eixample,80,Valor_sòl_total_€,254284484.25
2024,2,L'Eixample,7,la Dreta de l'Eixample,81,Valor_sòl_total_€,359704341.87
2024,2,L'Eixample,7,la Dreta de l'Eixample,82,Valor_sòl_total_€,154979681.46
2024,2,L'Eixample,7,la Dreta de l'Eixample,83,Valor_sòl_total_€,289124287.66
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,84,Valor_sòl_total_€,140519156.62
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,85,Valor_sòl_total_€,130744705.88
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,86,Valor_sòl_total_€,107029883.92
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,87,Valor_sòl_total_€,81394749.42
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,88,Valor_sòl_total_€,106567983.02
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,89,Valor_sòl_total_€,128671589.57
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,90,Valor_sòl_total_€,98169035.82
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,91,Valor_sòl_total_€,129070476.53
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,92,Valor_sòl_total_€,101589667.95
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,93,Valor_sòl_total_€,91730929.71
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,94,Valor_sòl_total_€,85943551.54
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,95,Valor_sòl_total_€,75915988.27
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,96,Valor_sòl_total_€,71072299.65
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,97,Valor_sòl_total_€,54769330.72
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,98,Valor_sòl_total_€,86568075.52
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,99,Valor_sòl_total_€,87329731.05
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,100,Valor_sòl_total_€,69294691.22
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,101,Valor_sòl_total_€,102739645.06
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,102,Valor_sòl_total_€,72952067.02
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,103,Valor_sòl_total_€,83722003.45
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,104,Valor_sòl_total_€,59565930.77
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,105,Valor_sòl_total_€,108771486.88
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,106,Valor_sòl_total_€,94934449.68
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,107,Valor_sòl_total_€,112808284.34
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,108,Valor_sòl_total_€,110812349.73
2024,2,L'Eixample,8,l'Antiga Esquerra de l'Eixample,109,Valor_sòl_total_€,143071712.42
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,110,Valor_sòl_total_€,93249209.5
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,111,Valor_sòl_total_€,79889339.37
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,112,Valor_sòl_total_€,72144460.69
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,113,Valor_sòl_total_€,100134383.99
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,114,Valor_sòl_total_€,69207320.72
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,115,Valor_sòl_total_€,51955983.84
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,116,Valor_sòl_total_€,44925419.25
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,117,Valor_sòl_total_€,52154554.86
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,118,Valor_sòl_total_€,68127872.25
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,119,Valor_sòl_total_€,51776772.04
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,120,Valor_sòl_total_€,44597921.54
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,121,Valor_sòl_total_€,50975638.81
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,122,Valor_sòl_total_€,43463096.21
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,123,Valor_sòl_total_€,42481160.25
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,124,Valor_sòl_total_€,44096683.21
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,125,Valor_sòl_total_€,69981658.65
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,126,Valor_sòl_total_€,65448287.78
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,127,Valor_sòl_total_€,48005998.91
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,128,Valor_sòl_total_€,45683749.25
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,129,Valor_sòl_total_€,59284411.98
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,130,Valor_sòl_total_€,63279706.04
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,131,Valor_sòl_total_€,43446171.02
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,132,Valor_sòl_total_€,37812416.33
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,133,Valor_sòl_total_€,40456814.12
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,134,Valor_sòl_total_€,51912660.69
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,135,Valor_sòl_total_€,74208041.63
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,136,Valor_sòl_total_€,33883553.71
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,137,Valor_sòl_total_€,54209233.84
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,138,Valor_sòl_total_€,81401654.42
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,139,Valor_sòl_total_€,69311598.53
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,140,Valor_sòl_total_€,74658083.25
2024,2,L'Eixample,9,la Nova Esquerra de l'Eixample,141,Valor_sòl_total_€,47611418.49
