Any,Codi_districte,Nom_districte,Codi_barri,Nom_barri,Seccio_censal,Desc_valors,Valors
2022,1,Ciutat Vella,1,el Raval,1,Valor_cadastral_total_€,66331900.15
2022,1,Ciutat Vella,1,el Raval,2,Valor_cadastral_total_€,52258919.83
2022,1,Ciutat Vella,1,el Raval,3,Valor_cadastral_total_€,72381494.27
2022,1,Ciutat Vella,1,el Raval,4,Valor_cadastral_total_€,97473125.23
2022,1,Ciutat Vella,1,el Raval,5,Valor_cadastral_total_€,100662701.86
2022,1,Ciutat Vella,1,el Raval,6,Valor_cadastral_total_€,62518602.30
2022,1,Ciutat Vella,1,el Raval,7,Valor_cadastral_total_€,56603207.58
2022,1,Ciutat Vella,1,el Raval,8,Valor_cadastral_total_€,62303921.21
2022,1,Ciutat Vella,1,el Raval,9,Valor_cadastral_total_€,54871341.71
2022,1,Ciutat Vella,1,el Raval,10,Valor_cadastral_total_€,46493635.74
2022,1,Ciutat Vella,1,el Raval,11,Valor_cadastral_total_€,77338891.22
2022,1,Ciutat Vella,1,el Raval,12,Valor_cadastral_total_€,60276125.50
2022,1,Ciutat Vella,1,el Raval,13,Valor_cadastral_total_€,42777192.04
2022,1,Ciutat Vella,1,el Raval,14,Valor_cadastral_total_€,47361293.30
2022,1,Ciutat Vella,1,el Raval,15,Valor_cadastral_total_€,63160670.61
2022,1,Ciutat Vella,1,el Raval,16,Valor_cadastral_total_€,62861766.70
2022,1,Ciutat Vella,1,el Raval,17,Valor_cadastral_total_€,56910400.97
2022,1,Ciutat Vella,1,el Raval,18,Valor_cadastral_total_€,49335589.14
2022,1,Ciutat Vella,1,el Raval,19,Valor_cadastral_total_€,109733995.28
2022,1,Ciutat Vella,1,el Raval,20,Valor_cadastral_total_€,126105526.01
2022,1,Ciutat Vella,1,el Raval,21,Valor_cadastral_total_€,163447307.52
2022,1,Ciutat Vella,2,el Gòtic,22,Valor_cadastral_total_€,157680664.73
2022,1,Ciutat Vella,2,el Gòtic,23,Valor_cadastral_total_€,176445222.39
2022,1,Ciutat Vella,2,el Gòtic,25,Valor_cadastral_total_€,106170434.53
2022,1,Ciutat Vella,2,el Gòtic,26,Valor_cadastral_total_€,88248457.93
2022,1,Ciutat Vella,2,el Gòtic,27,Valor_cadastral_total_€,101731219.34
2022,1,Ciutat Vella,2,el Gòtic,28,Valor_cadastral_total_€,143124260.68
2022,1,Ciutat Vella,2,el Gòtic,29,Valor_cadastral_total_€,80207694.17
2022,1,Ciutat Vella,2,el Gòtic,30,Valor_cadastral_total_€,137146528.88
2022,1,Ciutat Vella,2,el Gòtic,31,Valor_cadastral_total_€,100067269.57
2022,1,Ciutat Vella,3,la Barceloneta,32,Valor_cadastral_total_€,77228739.36
2022,1,Ciutat Vella,3,la Barceloneta,33,Valor_cadastral_total_€,40016269.83
2022,1,Ciutat Vella,3,la Barceloneta,34,Valor_cadastral_total_€,35132259.25
2022,1,Ciutat Vella,3,la Barceloneta,35,Valor_cadastral_total_€,38357926.11
2022,1,Ciutat Vella,3,la Barceloneta,36,Valor_cadastral_total_€,74680423.42
2022,1,Ciutat Vella,3,la Barceloneta,37,Valor_cadastral_total_€,46513777.06
2022,1,Ciutat Vella,3,la Barceloneta,38,Valor_cadastral_total_€,44320187.27
2022,1,Ciutat Vella,3,la Barceloneta,39,Valor_cadastral_total_€,53143379.01
2022,1,Ciutat Vella,3,la Barceloneta,40,Valor_cadastral_total_€,46254253.90
2022,1,Ciutat Vella,3,la Barceloneta,41,Valor_cadastral_total_€,48480736.54
2022,1,Ciutat Vella,3,la Barceloneta,42,Valor_cadastral_total_€,82850492.08
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",43,Valor_cadastral_total_€,136778008.24
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",44,Valor_cadastral_total_€,97938268.51
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",45,Valor_cadastral_total_€,117089202.96
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",46,Valor_cadastral_total_€,107106353.09
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",47,Valor_cadastral_total_€,88335352.32
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",48,Valor_cadastral_total_€,88928503.94
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",49,Valor_cadastral_total_€,72727514.27
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",50,Valor_cadastral_total_€,68549891.55
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",51,Valor_cadastral_total_€,66277199.97
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",52,Valor_cadastral_total_€,172886658.18
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",53,Valor_cadastral_total_€,84981325.63
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",54,Valor_cadastral_total_€,57635815.59
2022,1,Ciutat Vella,4,"Sant Pere, Santa Caterina i la Ribera",55,Valor_cadastral_total_€,69002216.52
2022,2,Eixample,5,el Fort Pienc,1,Valor_cadastral_total_€,68158706.85
2022,2,Eixample,5,el Fort Pienc,2,Valor_cadastral_total_€,86097159.62
2022,2,Eixample,5,el Fort Pienc,3,Valor_cadastral_total_€,49519316.49
2022,2,Eixample,5,el Fort Pienc,4,Valor_cadastral_total_€,60812976.07
2022,2,Eixample,5,el Fort Pienc,5,Valor_cadastral_total_€,111966510.69
2022,2,Eixample,5,el Fort Pienc,6,Valor_cadastral_total_€,101270520.24
2022,2,Eixample,5,el Fort Pienc,7,Valor_cadastral_total_€,75463021.18
2022,2,Eixample,5,el Fort Pienc,8,Valor_cadastral_total_€,89991962.28
2022,2,Eixample,5,el Fort Pienc,9,Valor_cadastral_total_€,84149718.35
2022,2,Eixample,5,el Fort Pienc,10,Valor_cadastral_total_€,57609860.14
2022,2,Eixample,5,el Fort Pienc,11,Valor_cadastral_total_€,54709108.02
2022,2,Eixample,5,el Fort Pienc,12,Valor_cadastral_total_€,59407328.57
2022,2,Eixample,5,el Fort Pienc,13,Valor_cadastral_total_€,43024406.93
2022,2,Eixample,5,el Fort Pienc,14,Valor_cadastral_total_€,53679755.98
2022,2,Eixample,5,el Fort Pienc,15,Valor_cadastral_total_€,64587413.47
2022,2,Eixample,5,el Fort Pienc,16,Valor_cadastral_total_€,97878581.13
2022,2,Eixample,5,el Fort Pienc,17,Valor_cadastral_total_€,103512206.68
2022,2,Eixample,5,el Fort Pienc,18,Valor_cadastral_total_€,106692059.19
2022,2,Eixample,5,el Fort Pienc,19,Valor_cadastral_total_€,99862360.48
2022,2,Eixample,5,el Fort Pienc,20,Valor_cadastral_total_€,70848163.09
2022,2,Eixample,6,la Sagrada Família,21,Valor_cadastral_total_€,64718676.66
2022,2,Eixample,6,la Sagrada Família,22,Valor_cadastral_total_€,52471095.83
2022,2,Eixample,6,la Sagrada Família,23,Valor_cadastral_total_€,45811271.91
2022,2,Eixample,6,la Sagrada Família,24,Valor_cadastral_total_€,50748037.49
2022,2,Eixample,6,la Sagrada Família,25,Valor_cadastral_total_€,51809550.61
2022,2,Eixample,6,la Sagrada Família,26,Valor_cadastral_total_€,91592935.86
2022,2,Eixample,6,la Sagrada Família,27,Valor_cadastral_total_€,95004146.21
2022,2,Eixample,6,la Sagrada Família,28,Valor_cadastral_total_€,91976886.92
2022,2,Eixample,6,la Sagrada Família,29,Valor_cadastral_total_€,56348209.90
2022,2,Eixample,6,la Sagrada Família,30,Valor_cadastral_total_€,55676810.17
2022,2,Eixample,6,la Sagrada Família,31,Valor_cadastral_total_€,50748135.77
2022,2,Eixample,6,la Sagrada Família,32,Valor_cadastral_total_€,44024430.95
2022,2,Eixample,6,la Sagrada Família,33,Valor_cadastral_total_€,48239256.56
2022,2,Eixample,6,la Sagrada Família,34,Valor_cadastral_total_€,49321132.63
2022,2,Eixample,6,la Sagrada Família,35,Valor_cadastral_total_€,62833148.24
2022,2,Eixample,6,la Sagrada Família,36,Valor_cadastral_total_€,55261396.92
2022,2,Eixample,6,la Sagrada Família,37,Valor_cadastral_total_€,54714750.90
2022,2,Eixample,6,la Sagrada Família,38,Valor_cadastral_total_€,67327225.20
2022,2,Eixample,6,la Sagrada Família,39,Valor_cadastral_total_€,80203891.48
2022,2,Eixample,6,la Sagrada Família,40,Valor_cadastral_total_€,66522889.82
2022,2,Eixample,6,la Sagrada Família,41,Valor_cadastral_total_€,74475744.06
2022,2,Eixample,6,la Sagrada Família,42,Valor_cadastral_total_€,76681445.61
2022,2,Eixample,6,la Sagrada Família,43,Valor_cadastral_total_€,73305761.59
2022,2,Eixample,6,la Sagrada Família,44,Valor_cadastral_total_€,52668721.47
2022,2,Eixample,6,la Sagrada Família,45,Valor_cadastral_total_€,55734540.17
2022,2,Eixample,6,la Sagrada Família,46,Valor_cadastral_total_€,85716500.81
2022,2,Eixample,6,la Sagrada Família,47,Valor_cadastral_total_€,94869957.71
2022,2,Eixample,6,la Sagrada Família,48,Valor_cadastral_total_€,57518550.32
2022,2,Eixample,6,la Sagrada Família,49,Valor_cadastral_total_€,95733725.98
2022,2,Eixample,6,la Sagrada Família,50,Valor_cadastral_total_€,73373529.44
2022,2,Eixample,6,la Sagrada Família,51,Valor_cadastral_total_€,88782436.64
2022,2,Eixample,6,la Sagrada Família,52,Valor_cadastral_total_€,98155374.23
2022,2,Eixample,6,la Sagrada Família,53,Valor_cadastral_total_€,104018945.83
2022,2,Eixample,6,la Sagrada Família,54,Valor_cadastral_total_€,102893701.07
2022,2,Eixample,7,la Dreta de l'Eixample,55,Valor_cadastral_total_€,115430718.11
2022,2,Eixample,7,la Dreta de l'Eixample,56,Valor_cadastral_total_€,101857124.18
2022,2,Eixample,7,la Dreta de l'Eixample,57,Valor_cadastral_total_€,94903442.76
2022,2,Eixample,7,la Dreta de l'Eixample,58,Valor_cadastral_total_€,99885616.51
2022,2,Eixample,7,la Dreta de l'Eixample,59,Valor_cadastral_total_€,136013216.31
2022,2,Eixample,7,la Dreta de l'Eixample,60,Valor_cadastral_total_€,125040955.24
2022,2,Eixample,7,la Dreta de l'Eixample,61,Valor_cadastral_total_€,83163327.57
2022,2,Eixample,7,la Dreta de l'Eixample,62,Valor_cadastral_total_€,139036692.14
2022,2,Eixample,7,la Dreta de l'Eixample,63,Valor_cadastral_total_€,151522040.13
2022,2,Eixample,7,la Dreta de l'Eixample,64,Valor_cadastral_total_€,114396159.95
2022,2,Eixample,7,la Dreta de l'Eixample,65,Valor_cadastral_total_€,144041243.99
2022,2,Eixample,7,la Dreta de l'Eixample,66,Valor_cadastral_total_€,103446548.94
2022,2,Eixample,7,la Dreta de l'Eixample,67,Valor_cadastral_total_€,99936125.68
2022,2,Eixample,7,la Dreta de l'Eixample,68,Valor_cadastral_total_€,107124189.62
2022,2,Eixample,7,la Dreta de l'Eixample,69,Valor_cadastral_total_€,107318932.93
2022,2,Eixample,7,la Dreta de l'Eixample,70,Valor_cadastral_total_€,120841665.62
2022,2,Eixample,7,la Dreta de l'Eixample,71,Valor_cadastral_total_€,150579116.22
2022,2,Eixample,7,la Dreta de l'Eixample,72,Valor_cadastral_total_€,120452210.13
2022,2,Eixample,7,la Dreta de l'Eixample,73,Valor_cadastral_total_€,164022624.04
2022,2,Eixample,7,la Dreta de l'Eixample,74,Valor_cadastral_total_€,127083024.59
2022,2,Eixample,7,la Dreta de l'Eixample,75,Valor_cadastral_total_€,118784131.65
2022,2,Eixample,7,la Dreta de l'Eixample,76,Valor_cadastral_total_€,178562560.09
2022,2,Eixample,7,la Dreta de l'Eixample,77,Valor_cadastral_total_€,344250083.54
2022,2,Eixample,7,la Dreta de l'Eixample,78,Valor_cadastral_total_€,310165560.28
2022,2,Eixample,7,la Dreta de l'Eixample,79,Valor_cadastral_total_€,303086502.02
2022,2,Eixample,7,la Dreta de l'Eixample,80,Valor_cadastral_total_€,311646926.44
2022,2,Eixample,7,la Dreta de l'Eixample,81,Valor_cadastral_total_€,439692801.78
