Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,N_PERSONES_AGG
2020-01-01,1,Ciutat Vella,1,el Raval,1,1001,202,1
2020-01-01,1,Ciutat Vella,1,el Raval,1,1001,136,2
2020-01-01,1,Ciutat Vella,1,el Raval,1,1001,65,3
2020-01-01,1,Ciutat Vella,1,el Raval,1,1001,64,4
2020-01-01,1,Ciutat Vella,1,el Raval,1,1001,22,5
2020-01-01,1,Ciutat Vella,1,el Raval,1,1001,10,6
2020-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,7
2020-01-01,1,Ciutat Vella,1,el Raval,1,1001,6,8
2020-01-01,1,Ciutat Vella,1,el Raval,1,1001,10,9
2020-01-01,1,Ciutat Vella,1,el Raval,1,1002,192,1
2020-01-01,1,Ciutat Vella,1,el Raval,1,1002,146,2
2020-01-01,1,Ciutat Vella,1,el Raval,1,1002,73,3
2020-01-01,1,Ciutat Vella,1,el Raval,1,1002,49,4
2020-01-01,1,Ciutat Vella,1,el Raval,1,1002,32,5
2020-01-01,1,Ciutat Vella,1,el Raval,1,1002,20,6
2020-01-01,1,Ciutat Vella,1,el Raval,1,1002,9,7
2020-01-01,1,Ciutat Vella,1,el Raval,1,1002,4,8
2020-01-01,1,Ciutat Vella,1,el Raval,1,1002,13,9
2020-01-01,1,Ciutat Vella,1,el Raval,2,1003,352,1
2020-01-01,1,Ciutat Vella,1,el Raval,2,1003,242,2
2020-01-01,1,Ciutat Vella,1,el Raval,2,1003,171,3
2020-01-01,1,Ciutat Vella,1,el Raval,2,1003,122,4
2020-01-01,1,Ciutat Vella,1,el Raval,2,1003,79,5
2020-01-01,1,Ciutat Vella,1,el Raval,2,1003,45,6
2020-01-01,1,Ciutat Vella,1,el Raval,2,1003,18,7
2020-01-01,1,Ciutat Vella,1,el Raval,2,1003,19,8
2020-01-01,1,Ciutat Vella,1,el Raval,2,1003,37,9
2020-01-01,1,Ciutat Vella,1,el Raval,2,1004,377,1
2020-01-01,1,Ciutat Vella,1,el Raval,2,1004,309,2
2020-01-01,1,Ciutat Vella,1,el Raval,2,1004,154,3
2020-01-01,1,Ciutat Vella,1,el Raval,2,1004,122,4
2020-01-01,1,Ciutat Vella,1,el Raval,2,1004,48,5
2020-01-01,1,Ciutat Vella,1,el Raval,2,1004,34,6
2020-01-01,1,Ciutat Vella,1,el Raval,2,1004,20,7
2020-01-01,1,Ciutat Vella,1,el Raval,2,1004,13,8
2020-01-01,1,Ciutat Vella,1,el Raval,2,1004,27,9
2020-01-01,1,Ciutat Vella,1,el Raval,3,1005,367,1
2020-01-01,1,Ciutat Vella,1,el Raval,3,1005,262,2
2020-01-01,1,Ciutat Vella,1,el Raval,3,1005,142,3
2020-01-01,1,Ciutat Vella,1,el Raval,3,1005,78,4
2020-01-01,1,Ciutat Vella,1,el Raval,3,1005,47,5
2020-01-01,1,Ciutat Vella,1,el Raval,3,1005,26,6
2020-01-01,1,Ciutat Vella,1,el Raval,3,1005,16,7
2020-01-01,1,Ciutat Vella,1,el Raval,3,1005,10,8
2020-01-01,1,Ciutat Vella,1,el Raval,3,1005,17,9
2020-01-01,1,Ciutat Vella,1,el Raval,3,1006,245,1
2020-01-01,1,Ciutat Vella,1,el Raval,3,1006,148,2
2020-01-01,1,Ciutat Vella,1,el Raval,3,1006,84,3
2020-01-01,1,Ciutat Vella,1,el Raval,3,1006,51,4
2020-01-01,1,Ciutat Vella,1,el Raval,3,1006,37,5
2020-01-01,1,Ciutat Vella,1,el Raval,3,1006,10,6
2020-01-01,1,Ciutat Vella,1,el Raval,3,1006,14,7
2020-01-01,1,Ciutat Vella,1,el Raval,3,1006,5,8
2020-01-01,1,Ciutat Vella,1,el Raval,3,1006,15,9
2020-01-01,1,Ciutat Vella,1,el Raval,3,1007,236,1
2020-01-01,1,Ciutat Vella,1,el Raval,3,1007,169,2
2020-01-01,1,Ciutat Vella,1,el Raval,3,1007,97,3
2020-01-01,1,Ciutat Vella,1,el Raval,3,1007,75,4
2020-01-01,1,Ciutat Vella,1,el Raval,3,1007,46,5
2020-01-01,1,Ciutat Vella,1,el Raval,3,1007,31,6
2020-01-01,1,Ciutat Vella,1,el Raval,3,1007,10,7
2020-01-01,1,Ciutat Vella,1,el Raval,3,1007,12,8
2020-01-01,1,Ciutat Vella,1,el Raval,3,1007,22,9
2020-01-01,1,Ciutat Vella,1,el Raval,4,1008,337,1
2020-01-01,1,Ciutat Vella,1,el Raval,4,1008,241,2
2020-01-01,1,Ciutat Vella,1,el Raval,4,1008,149,3
2020-01-01,1,Ciutat Vella,1,el Raval,4,1008,112,4
2020-01-01,1,Ciutat Vella,1,el Raval,4,1008,78,5
2020-01-01,1,Ciutat Vella,1,el Raval,4,1008,34,6
2020-01-01,1,Ciutat Vella,1,el Raval,4,1008,28,7
2020-01-01,1,Ciutat Vella,1,el Raval,4,1008,26,8
2020-01-01,1,Ciutat Vella,1,el Raval,4,1008,41,9
2020-01-01,1,Ciutat Vella,1,el Raval,4,1009,286,1
2020-01-01,1,Ciutat Vella,1,el Raval,4,1009,228,2
2020-01-01,1,Ciutat Vella,1,el Raval,4,1009,109,3
2020-01-01,1,Ciutat Vella,1,el Raval,4,1009,91,4
2020-01-01,1,Ciutat Vella,1,el Raval,4,1009,63,5
2020-01-01,1,Ciutat Vella,1,el Raval,4,1009,25,6
2020-01-01,1,Ciutat Vella,1,el Raval,4,1009,12,7
2020-01-01,1,Ciutat Vella,1,el Raval,4,1009,8,8
2020-01-01,1,Ciutat Vella,1,el Raval,4,1009,18,9
2020-01-01,1,Ciutat Vella,1,el Raval,4,1010,245,1
2020-01-01,1,Ciutat Vella,1,el Raval,4,1010,207,2
2020-01-01,1,Ciutat Vella,1,el Raval,4,1010,119,3
2020-01-01,1,Ciutat Vella,1,el Raval,4,1010,80,4
2020-01-01,1,Ciutat Vella,1,el Raval,4,1010,54,5
2020-01-01,1,Ciutat Vella,1,el Raval,4,1010,34,6
2020-01-01,1,Ciutat Vella,1,el Raval,4,1010,28,7
2020-01-01,1,Ciutat Vella,1,el Raval,4,1010,12,8
2020-01-01,1,Ciutat Vella,1,el Raval,4,1010,32,9
2020-01-01,1,Ciutat Vella,1,el Raval,5,1011,419,1
2020-01-01,1,Ciutat Vella,1,el Raval,5,1011,271,2
2020-01-01,1,Ciutat Vella,1,el Raval,5,1011,139,3
2020-01-01,1,Ciutat Vella,1,el Raval,5,1011,111,4
2020-01-01,1,Ciutat Vella,1,el Raval,5,1011,86,5
2020-01-01,1,Ciutat Vella,1,el Raval,5,1011,52,6
2020-01-01,1,Ciutat Vella,1,el Raval,5,1011,24,7
2020-01-01,1,Ciutat Vella,1,el Raval,5,1011,23,8
2020-01-01,1,Ciutat Vella,1,el Raval,5,1011,28,9
2020-01-01,1,Ciutat Vella,1,el Raval,5,1012,284,1
2020-01-01,1,Ciutat Vella,1,el Raval,5,1012,193,2
2020-01-01,1,Ciutat Vella,1,el Raval,5,1012,101,3
2020-01-01,1,Ciutat Vella,1,el Raval,5,1012,65,4
2020-01-01,1,Ciutat Vella,1,el Raval,5,1012,48,5
2020-01-01,1,Ciutat Vella,1,el Raval,5,1012,26,6
2020-01-01,1,Ciutat Vella,1,el Raval,5,1012,10,7
2020-01-01,1,Ciutat Vella,1,el Raval,5,1012,8,8
2020-01-01,1,Ciutat Vella,1,el Raval,5,1012,18,9
2020-01-01,1,Ciutat Vella,1,el Raval,5,1013,161,1
2020-01-01,1,Ciutat Vella,1,el Raval,5,1013,133,2
2020-01-01,1,Ciutat Vella,1,el Raval,5,1013,79,3
2020-01-01,1,Ciutat Vella,1,el Raval,5,1013,49,4
2020-01-01,1,Ciutat Vella,1,el Raval,5,1013,35,5
2020-01-01,1,Ciutat Vella,1,el Raval,5,1013,17,6
2020-01-01,1,Ciutat Vella,1,el Raval,5,1013,16,7
2020-01-01,1,Ciutat Vella,1,el Raval,5,1013,5,8
2020-01-01,1,Ciutat Vella,1,el Raval,5,1013,14,9
2020-01-01,1,Ciutat Vella,1,el Raval,6,1014,193,1
2020-01-01,1,Ciutat Vella,1,el Raval,6,1014,162,2
2020-01-01,1,Ciutat Vella,1,el Raval,6,1014,87,3
2020-01-01,1,Ciutat Vella,1,el Raval,6,1014,59,4
2020-01-01,1,Ciutat Vella,1,el Raval,6,1014,35,5
2020-01-01,1,Ciutat Vella,1,el Raval,6,1014,28,6
2020-01-01,1,Ciutat Vella,1,el Raval,6,1014,16,7
2020-01-01,1,Ciutat Vella,1,el Raval,6,1014,11,8
2020-01-01,1,Ciutat Vella,1,el Raval,6,1014,16,9
2020-01-01,1,Ciutat Vella,1,el Raval,6,1015,269,1
2020-01-01,1,Ciutat Vella,1,el Raval,6,1015,217,2
2020-01-01,1,Ciutat Vella,1,el Raval,6,1015,129,3
2020-01-01,1,Ciutat Vella,1,el Raval,6,1015,115,4
2020-01-01,1,Ciutat Vella,1,el Raval,6,1015,51,5
2020-01-01,1,Ciutat Vella,1,el Raval,6,1015,22,6
2020-01-01,1,Ciutat Vella,1,el Raval,6,1015,19,7
2020-01-01,1,Ciutat Vella,1,el Raval,6,1015,15,8
2020-01-01,1,Ciutat Vella,1,el Raval,6,1015,18,9
2020-01-01,1,Ciutat Vella,1,el Raval,6,1016,220,1
2020-01-01,1,Ciutat Vella,1,el Raval,6,1016,183,2
2020-01-01,1,Ciutat Vella,1,el Raval,6,1016,114,3
2020-01-01,1,Ciutat Vella,1,el Raval,6,1016,85,4
2020-01-01,1,Ciutat Vella,1,el Raval,6,1016,60,5
2020-01-01,1,Ciutat Vella,1,el Raval,6,1016,34,6
2020-01-01,1,Ciutat Vella,1,el Raval,6,1016,21,7
