Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,N_PERSONES_AGG
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,169,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,157,2
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,69,3
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,43,4
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,21,5
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,13,6
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,12,7
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,4,8
2008-01-01,1,Ciutat Vella,1,el Raval,1,1001,16,9
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,213,1
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,134,2
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,77,3
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,55,4
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,31,5
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,21,6
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,10,7
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,5,8
2008-01-01,1,Ciutat Vella,1,el Raval,1,1002,15,9
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,318,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,297,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,155,3
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,126,4
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,58,5
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,49,6
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,26,7
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,21,8
2008-01-01,1,Ciutat Vella,1,el Raval,2,1003,41,9
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,434,1
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,272,2
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,172,3
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,119,4
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,45,5
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,29,6
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,12,7
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,12,8
2008-01-01,1,Ciutat Vella,1,el Raval,2,1004,32,9
2008-01-01,1,Ciutat Vella,1,el Raval,3,1005,371,1
2008-01-01,1,Ciutat Vella,1,el Raval,3,1005,240,2
2008-01-01,1,Ciutat Vella,1,el Raval,3,1005,140,3
2008-01-01,1,Ciutat Vella,1,el Raval,3,1005,57,4
2008-01-01,1,Ciutat Vella,1,el Raval,3,1005,47,5
2008-01-01,1,Ciutat Vella,1,el Raval,3,1005,21,6
2008-01-01,1,Ciutat Vella,1,el Raval,3,1005,13,7
2008-01-01,1,Ciutat Vella,1,el Raval,3,1005,10,8
2008-01-01,1,Ciutat Vella,1,el Raval,3,1005,24,9
2008-01-01,1,Ciutat Vella,1,el Raval,3,1006,235,1
2008-01-01,1,Ciutat Vella,1,el Raval,3,1006,150,2
2008-01-01,1,Ciutat Vella,1,el Raval,3,1006,96,3
2008-01-01,1,Ciutat Vella,1,el Raval,3,1006,57,4
2008-01-01,1,Ciutat Vella,1,el Raval,3,1006,44,5
2008-01-01,1,Ciutat Vella,1,el Raval,3,1006,23,6
2008-01-01,1,Ciutat Vella,1,el Raval,3,1006,12,7
2008-01-01,1,Ciutat Vella,1,el Raval,3,1006,6,8
2008-01-01,1,Ciutat Vella,1,el Raval,3,1006,31,9
2008-01-01,1,Ciutat Vella,1,el Raval,3,1007,228,1
2008-01-01,1,Ciutat Vella,1,el Raval,3,1007,179,2
2008-01-01,1,Ciutat Vella,1,el Raval,3,1007,85,3
2008-01-01,1,Ciutat Vella,1,el Raval,3,1007,65,4
2008-01-01,1,Ciutat Vella,1,el Raval,3,1007,28,5
2008-01-01,1,Ciutat Vella,1,el Raval,3,1007,27,6
