Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,N_PERSONES_AGG
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,192,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,139,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,76,3
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,54,4
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,14,5
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,11,6
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,10,7
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,8,8
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,17,9
2011-01-01,1,Ciutat Vella,1,el Raval,1,1002,222,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1002,121,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1002,66,3
2011-01-01,1,Ciutat Vella,1,el Raval,1,1002,55,4
2011-01-01,1,Ciutat Vella,1,el Raval,1,1002,28,5
2011-01-01,1,Ciutat Vella,1,el Raval,1,1002,12,6
2011-01-01,1,Ciutat Vella,1,el Raval,1,1002,17,7
2011-01-01,1,Ciutat Vella,1,el Raval,1,1002,6,8
2011-01-01,1,Ciutat Vella,1,el Raval,1,1002,22,9
2011-01-01,1,Ciutat Vella,1,el Raval,2,1003,362,1
2011-01-01,1,Ciutat Vella,1,el Raval,2,1003,286,2
2011-01-01,1,Ciutat Vella,1,el Raval,2,1003,149,3
2011-01-01,1,Ciutat Vella,1,el Raval,2,1003,93,4
2011-01-01,1,Ciutat Vella,1,el Raval,2,1003,60,5
2011-01-01,1,Ciutat Vella,1,el Raval,2,1003,43,6
2011-01-01,1,Ciutat Vella,1,el Raval,2,1003,27,7
2011-01-01,1,Ciutat Vella,1,el Raval,2,1003,22,8
2011-01-01,1,Ciutat Vella,1,el Raval,2,1003,44,9
2011-01-01,1,Ciutat Vella,1,el Raval,2,1004,406,1
2011-01-01,1,Ciutat Vella,1,el Raval,2,1004,296,2
2011-01-01,1,Ciutat Vella,1,el Raval,2,1004,164,3
2011-01-01,1,Ciutat Vella,1,el Raval,2,1004,101,4
2011-01-01,1,Ciutat Vella,1,el Raval,2,1004,43,5
2011-01-01,1,Ciutat Vella,1,el Raval,2,1004,31,6
2011-01-01,1,Ciutat Vella,1,el Raval,2,1004,15,7
2011-01-01,1,Ciutat Vella,1,el Raval,2,1004,14,8
2011-01-01,1,Ciutat Vella,1,el Raval,2,1004,28,9
2011-01-01,1,Ciutat Vella,1,el Raval,3,1005,362,1
2011-01-01,1,Ciutat Vella,1,el Raval,3,1005,247,2
2011-01-01,1,Ciutat Vella,1,el Raval,3,1005,128,3
2011-01-01,1,Ciutat Vella,1,el Raval,3,1005,84,4
2011-01-01,1,Ciutat Vella,1,el Raval,3,1005,43,5
2011-01-01,1,Ciutat Vella,1,el Raval,3,1005,23,6
2011-01-01,1,Ciutat Vella,1,el Raval,3,1005,12,7
2011-01-01,1,Ciutat Vella,1,el Raval,3,1005,12,8
2011-01-01,1,Ciutat Vella,1,el Raval,3,1005,31,9
2011-01-01,1,Ciutat Vella,1,el Raval,3,1006,214,1
2011-01-01,1,Ciutat Vella,1,el Raval,3,1006,161,2
2011-01-01,1,Ciutat Vella,1,el Raval,3,1006,101,3
2011-01-01,1,Ciutat Vella,1,el Raval,3,1006,52,4
2011-01-01,1,Ciutat Vella,1,el Raval,3,1006,46,5
2011-01-01,1,Ciutat Vella,1,el Raval,3,1006,19,6
2011-01-01,1,Ciutat Vella,1,el Raval,3,1006,18,7
2011-01-01,1,Ciutat Vella,1,el Raval,3,1006,9,8
2011-01-01,1,Ciutat Vella,1,el Raval,3,1006,25,9
2011-01-01,1,Ciutat Vella,1,el Raval,3,1007,235,1
2011-01-01,1,Ciutat Vella,1,el Raval,3,1007,163,2
2011-01-01,1,Ciutat Vella,1,el Raval,3,1007,93,3
2011-01-01,1,Ciutat Vella,1,el Raval,3,1007,63,4
2011-01-01,1,Ciutat Vella,1,el Raval,3,1007,31,5
2011-01-01,1,Ciutat Vella,1,el Raval,3,1007,18,6
2011-01-01,1,Ciutat Vella,1,el Raval,3,1007,16,7
2011-01-01,1,Ciutat Vella,1,el Raval,3,1007,8,8
2011-01-01,1,Ciutat Vella,1,el Raval,3,1007,44,9
2011-01-01,1,Ciutat Vella,1,el Raval,4,1008,300,1
2011-01-01,1,Ciutat Vella,1,el Raval,4,1008,201,2
2011-01-01,1,Ciutat Vella,1,el Raval,4,1008,123,3
2011-01-01,1,Ciutat Vella,1,el Raval,4,1008,104,4
2011-01-01,1,Ciutat Vella,1,el Raval,4,1008,76,5
2011-01-01,1,Ciutat Vella,1,el Raval,4,1008,47,6
2011-01-01,1,Ciutat Vella,1,el Raval,4,1008,30,7
2011-01-01,1,Ciutat Vella,1,el Raval,4,1008,16,8
2011-01-01,1,Ciutat Vella,1,el Raval,4,1008,57,9
2011-01-01,1,Ciutat Vella,1,el Raval,4,1009,336,1
2011-01-01,1,Ciutat Vella,1,el Raval,4,1009,211,2
2011-01-01,1,Ciutat Vella,1,el Raval,4,1009,110,3
2011-01-01,1,Ciutat Vella,1,el Raval,4,1009,77,4
2011-01-01,1,Ciutat Vella,1,el Raval,4,1009,30,5
2011-01-01,1,Ciutat Vella,1,el Raval,4,1009,26,6
2011-01-01,1,Ciutat Vella,1,el Raval,4,1009,14,7
2011-01-01,1,Ciutat Vella,1,el Raval,4,1009,8,8
2011-01-01,1,Ciutat Vella,1,el Raval,4,1009,24,9
2011-01-01,1,Ciutat Vella,1,el Raval,4,1010,265,1
2011-01-01,1,Ciutat Vella,1,el Raval,4,1010,160,2
2011-01-01,1,Ciutat Vella,1,el Raval,4,1010,94,3
2011-01-01,1,Ciutat Vella,1,el Raval,4,1010,74,4
2011-01-01,1,Ciutat Vella,1,el Raval,4,1010,58,5
2011-01-01,1,Ciutat Vella,1,el Raval,4,1010,34,6
2011-01-01,1,Ciutat Vella,1,el Raval,4,1010,16,7
2011-01-01,1,Ciutat Vella,1,el Raval,4,1010,17,8
2011-01-01,1,Ciutat Vella,1,el Raval,4,1010,43,9
2011-01-01,1,Ciutat Vella,1,el Raval,5,1011,414,1
2011-01-01,1,Ciutat Vella,1,el Raval,5,1011,236,2
2011-01-01,1,Ciutat Vella,1,el Raval,5,1011,145,3
2011-01-01,1,Ciutat Vella,1,el Raval,5,1011,98,4
2011-01-01,1,Ciutat Vella,1,el Raval,5,1011,77,5
2011-01-01,1,Ciutat Vella,1,el Raval,5,1011,46,6
2011-01-01,1,Ciutat Vella,1,el Raval,5,1011,48,7
2011-01-01,1,Ciutat Vella,1,el Raval,5,1011,29,8
2011-01-01,1,Ciutat Vella,1,el Raval,5,1011,59,9
2011-01-01,1,Ciutat Vella,1,el Raval,5,1012,278,1
2011-01-01,1,Ciutat Vella,1,el Raval,5,1012,198,2
2011-01-01,1,Ciutat Vella,1,el Raval,5,1012,107,3
2011-01-01,1,Ciutat Vella,1,el Raval,5,1012,74,4
2011-01-01,1,Ciutat Vella,1,el Raval,5,1012,31,5
2011-01-01,1,Ciutat Vella,1,el Raval,5,1012,14,6
2011-01-01,1,Ciutat Vella,1,el Raval,5,1012,15,7
2011-01-01,1,Ciutat Vella,1,el Raval,5,1012,9,8
2011-01-01,1,Ciutat Vella,1,el Raval,5,1012,20,9
2011-01-01,1,Ciutat Vella,1,el Raval,5,1013,176,1
2011-01-01,1,Ciutat Vella,1,el Raval,5,1013,162,2
2011-01-01,1,Ciutat Vella,1,el Raval,5,1013,78,3
2011-01-01,1,Ciutat Vella,1,el Raval,5,1013,40,4
